Name	Assembly	Level	G.Size.Mb	GC	Scaffolds	CDS	day	month	year	group1	group2
Zygoascus_meyerae	GCA_003707935.2	Scaffold	12.2304	43.1	158	0	31	10	2018	Fungi	Ascomycetes
Moesziomyces_antarcticus	GCA_000747765.1	Scaffold	18.112	60.9	197	6766	7	8	2014	Fungi	Basidiomycetes
Trichophyton_soudanense_CBS_452.61	GCA_000616865.1	Scaffold	22.8544	47.5	420	10671	2	4	2014	Fungi	Ascomycetes
Cladophialophora_psammophila_CBS_110553	GCA_000585535.1	Scaffold	39.4201	50.6	123	13421	5	3	2014	Fungi	Ascomycetes
Ixodes_ricinus	GCA_000973045.2	Scaffold	514.507	45	204516	0	17	4	2015	Animals	Other_Animals
Stachybotrys_chlorohalonata_IBT_40285	GCA_000732775.1	Scaffold	34.39	53.2	2802	10706	22	7	2014	Fungi	Ascomycetes
Penicillium_digitatum_PDC_102	GCA_001307865.1	Scaffold	25.2044	48.9	883	0	7	10	2015	Fungi	Ascomycetes
Chlamydomonas_sp._WS7	GCA_004335715.1	Scaffold	114.12	66.9	9862	0	8	3	2019	Plants	Green_Algae
Rhizoctonia_solani_AG-1_IA	GCA_000334115.1	Scaffold	36.9381	47.6	2648	10489	28	1	2013	Fungi	Basidiomycetes
Actinidia_chinensis_var._chinensis	GCA_003024255.1	Chromosome	553.842	35.8027	1234	33115	28	3	2018	Plants	Land_Plants
Aphanomyces_astaci	GCA_000520075.1	Scaffold	75.8444	49.6	835	26259	13	1	2014	Protists	Other_Protists
Acomys_cahirinus	GCA_004027535.1	Scaffold	2306.07	42.7	371342	0	16	1	2019	Animals	Mammals
Aphanomyces_invadans	GCA_000520115.1	Scaffold	71.4025	52.1	481	20816	14	1	2014	Protists	Other_Protists
Thlaspi_arvense	GCA_000956625.1	Scaffold	343.012	38.5	6768	0	19	3	2015	Plants	Land_Plants
Polistes_canadensis	GCA_001313835.1	Scaffold	211.202	33.2	3836	19297	13	10	2015	Animals	Insects
Hyalella_azteca	GCA_000764305.2	Scaffold	550.886	38.5	18000	22749	6	10	2014	Animals	Other_Animals
Miscanthus_sacchariflorus	GCA_002993905.1	Chromosome	2074.92	46.4829	137916	0	9	3	2018	Plants	Land_Plants
Hemileia_vastatrix_HvCat	GCA_003057935.1	Scaffold	201.428	32.2	71909	0	19	4	2018	Fungi	Basidiomycetes
Penicillium_paxilli_ATCC_26601	GCA_000347475.1	Scaffold	34.8025	47.9	420	0	18	3	2013	Fungi	Ascomycetes
Neotoma_lepida	GCA_001675575.1	Scaffold	2353.86	36.2	119373	0	23	6	2016	Animals	Mammals
Andrographis_paniculata	GCA_004354405.1	Chromosome	269.408	33.3419	257	0	18	3	2019	Plants	Land_Plants
Lecanicillium_fungicola_150-1	GCA_900169235.1	Scaffold	44.5741	49.9	781	0	11	3	2017	Fungi	Ascomycetes
Crotalus_horridus	GCA_001625485.1	Scaffold	1520.33	34.3	186068	0	21	4	2016	Animals	Reptiles
Eutypa_lata_UCREL1	GCA_000349385.1	Scaffold	54.0058	46.6	2334	11685	27	3	2013	Fungi	Ascomycetes
Neofusicoccum_parvum_UCRNP2	GCA_000385595.1	Scaffold	42.5928	56.7	1297	10366	25	4	2013	Fungi	Ascomycetes
Phaeoacremonium_minimum_UCRPA7	GCA_000392275.1	Scaffold	47.4654	49.6	624	8834	10	5	2013	Fungi	Ascomycetes
Thamnophis_sirtalis	GCA_001077635.2	Scaffold	1424.9	41.8	7930	25180	26	6	2015	Animals	Reptiles
Glossina_austeni	GCA_000688735.1	Scaffold	370.265	34.7	2205	0	9	5	2014	Animals	Insects
Utricularia_gibba	GCA_002189035.1	Chromosome	100.689	41.1434	518	0	31	5	2017	Plants	Land_Plants
Porphyridium_purpureum	GCA_000397085.1	Contig	19.4519	55.5	3014	0	16	5	2013	Other	Other
Hanseniaspora_uvarum	GCA_001747055.1	Scaffold	8.80779	31.6	18	4061	27	9	2016	Fungi	Ascomycetes
Triticum_urartu	GCA_003073215.1	Chromosome	4851.9	45.9397	10284	0	26	4	2018	Plants	Land_Plants
Hippocampus_comes	GCA_001891065.1	Scaffold	493.776	43.6998	37377	41965	8	12	2016	Animals	Fishes
Microbotryum_lychnidis-dioicae_p1A1_Lamole	GCA_001244265.1	Scaffold	3.4705	54.7	1	0	4	6	2015	Fungi	Basidiomycetes
Haliotis_rufescens	GCA_003343065.1	Scaffold	1498.7	38.9	8371	0	26	7	2018	Animals	Other_Animals
Cantharellus_cibarius	GCA_003521295.1	Scaffold	61.6412	0	20150	0	10	9	2018	Fungi	Basidiomycetes
Fukomys_damarensis	GCA_000743615.1	Scaffold	2333.89	40.5	74730	43907	22	8	2014	Animals	Mammals
Phytophthora_cambivora	GCA_000443045.1	Scaffold	230.616	52.9	72332	0	1	8	2013	Protists	Other_Protists
Phytophthora_cryptogea	GCA_000468175.2	Scaffold	63.8393	51.9	19533	0	16	9	2013	Protists	Other_Protists
Phytophthora_pinifolia	GCA_000500225.2	Scaffold	94.6173	54.9	36928	0	22	11	2013	Protists	Other_Protists
Xiphophorus_couchianus	GCA_001444195.3	Chromosome	688.542	39.0399	68	47076	13	11	2015	Animals	Fishes
Melampsora_pinitorqua_Mpini7	GCA_000464645.1	Scaffold	34.0321	44.9	12325	0	5	9	2013	Fungi	Basidiomycetes
Cronartium_ribicola_11-2	GCA_000500245.1	Scaffold	94.3329	41.4	41096	0	22	11	2013	Fungi	Basidiomycetes
Endocronartium_harknessii_PhW48OC	GCA_000500795.1	Scaffold	56.9403	40.9	25178	0	27	11	2013	Fungi	Basidiomycetes
Cronartium_comandrae_C4	GCA_000464975.1	Scaffold	68.6058	40.7	35717	0	6	9	2013	Fungi	Basidiomycetes
Kwoniella_pini_CBS_10737	GCA_000512605.2	Scaffold	20.8286	40.2	18	7829	10	12	2013	Fungi	Basidiomycetes
Kwoniella_bestiolae_CBS_10118	GCA_000512585.2	Scaffold	24.3608	47.3	12	9133	10	12	2013	Fungi	Basidiomycetes
Kwoniella_dejecticola_CBS_10117	GCA_000512565.2	Scaffold	23.8624	48.4	13	8602	10	12	2013	Fungi	Basidiomycetes
Kwoniella_heveanensis_BCC8398	GCA_000507405.3	Scaffold	25.4694	51.9	67	7927	10	12	2013	Fungi	Basidiomycetes
Kwoniella_mangroviensis_CBS_8507	GCA_000507465.3	Scaffold	22.6545	44.9	62	8422	10	12	2013	Fungi	Basidiomycetes
Cryptococcus_amylolentus_CBS_6039	GCA_001720205.1	Scaffold	20.255	53.4	15	10306	6	9	2016	Fungi	Basidiomycetes
Gonium_pectorale	GCA_001584585.1	Scaffold	148.806	51	2373	16290	9	3	2016	Plants	Green_Algae
Ceratocystis_cacaofunesta	GCA_002776505.1	Scaffold	30.4842	48.1	603	0	16	11	2017	Fungi	Ascomycetes
Flammulina_velutipes_KACC42780	GCA_000633125.1	Chromosome	35.6425	49.7661	11	0	17	4	2014	Fungi	Basidiomycetes
Malassezia_sympodialis_ATCC_42132	GCA_000349305.2	Scaffold	7.66969	59.1	65	3318	13	3	2013	Fungi	Basidiomycetes
Lethenteron_camtschaticum	GCA_000466285.1	Scaffold	1030.66	48.1	86125	0	10	9	2013	Animals	Fishes
Elysia_chlorotica	GCA_003991915.1	Scaffold	557.48	36.5	9989	23871	4	1	2019	Animals	Other_Animals
Pyrenophora_seminiperda_CCB06	GCA_000465215.2	Scaffold	32.5392	49.8	54	8711	9	9	2013	Fungi	Ascomycetes
Leishmania_enriettii	GCA_000410755.2	Chromosome	30.7619	59.104	495	0	12	6	2013	Protists	Kinetoplasts
Hirsutella_thompsonii_MTCC6686	GCA_000472125.2	Contig	35.1749	52.4	1003	0	30	9	2013	Fungi	Ascomycetes
Haemonchus_contortus	GCA_000469685.2	Chromosome	283.439	43.2289	7	0	5	9	2018	Animals	Roundworms
Thelohanellus_kitauei	GCA_000827895.1	Scaffold	150.348	34.5	5757	15020	23	1	2015	Animals	Other_Animals
Setaria_viridis	GCA_005286985.1	Chromosome	395.732	0.0214157	75	52459	7	5	2019	Plants	Land_Plants
Aspergillus_glaucus_CBS_516.65	GCA_001890805.1	Scaffold	27.9934	49.4	82	11255	7	12	2016	Fungi	Ascomycetes
Ursus_maritimus	GCA_000687225.1	Scaffold	2301.38	41.7	23819	28887	8	5	2014	Animals	Mammals
Neovison_vison	GCA_900108605.1	Scaffold	2447.19	0	7175	0	24	11	2017	Animals	Mammals
Drosophila_serrata	GCA_002093755.1	Contig	198.036	39.1	1356	20941	14	4	2017	Animals	Insects
Anopheles_cracens	GCA_002091845.1	Scaffold	326.466	45.7	34365	0	11	4	2017	Animals	Insects
Saiga_tatarica	GCA_004024985.1	Scaffold	2876.19	42.5	1772199	0	15	1	2019	Animals	Mammals
Grus_nigricollis	GCA_004360235.1	Scaffold	1230.91	42.7	1812	0	22	3	2019	Animals	Birds
Tympanoctomys_barrerae	GCA_002564285.1	Scaffold	2651.63	41.2	1558800	0	17	10	2017	Animals	Mammals
Grus_japonensis	GCA_002002985.1	Scaffold	1265.63	41.6	357545	0	1	7	2016	Animals	Birds
Ovis_ammon	GCA_003121645.1	Scaffold	2643.43	41.6	41955	0	11	5	2018	Animals	Mammals
Taxidea_taxus_jeffersonii	GCA_003697995.1	Scaffold	2416.01	41.2	145161	0	30	10	2018	Animals	Mammals
Capra_sibirica	GCA_003182615.2	Scaffold	2733.03	42.2	85609	0	31	5	2018	Animals	Mammals
Okapia_johnstoni	GCA_001660835.1	Scaffold	2878.13	41.5	837179	0	8	6	2016	Animals	Mammals
Balearica_regulorum_gibbericeps	GCA_000709895.1	Scaffold	1127.62	41.2001	53491	16163	2	6	2014	Animals	Birds
Hyaena_hyaena	GCA_003009895.1	Scaffold	2374.72	41.3	5760	0	19	3	2018	Animals	Mammals
Capreolus_capreolus	GCA_000751575.1	Scaffold	2785.38	41.8	3088511	0	5	9	2014	Animals	Mammals
Antilocapra_americana	GCA_004027515.1	Scaffold	2899.77	42	1643131	0	16	1	2019	Animals	Mammals
Axis_porcinus	GCA_003798545.1	Scaffold	2676.16	41	136093	0	20	11	2018	Animals	Mammals
Anopheles_farauti_No._4	GCA_000956215.1	Contig	146.379	44.5	14407	0	19	3	2015	Animals	Insects
Pseudois_nayaur	GCA_003182575.1	Scaffold	2584.17	42.1	214772	0	31	5	2018	Animals	Mammals
Ladona_fulva	GCA_000376725.2	Scaffold	1157.62	37.2	9411	0	22	4	2013	Animals	Insects
Bactrocera_oleae	GCA_001014625.1	Scaffold	334.371	34.3	68736	0	28	5	2015	Animals	Insects
Wallemia_ichthyophaga_EXF-994	GCA_000400465.1	Scaffold	9.65563	45.4	82	4863	23	4	2013	Fungi	Basidiomycetes
Adineta_vaga	GCA_000513175.1	Scaffold	217.934	31.2	36167	0	21	8	2013	Animals	Other_Animals
Tilletiaria_anomala_UBC_951	GCA_000711695.1	Contig	18.704	56	289	6808	23	5	2014	Fungi	Basidiomycetes
Cenococcum_geophilum_1.58	GCA_001692895.1	Scaffold	177.557	37.5	268	14709	22	7	2016	Fungi	Ascomycetes
Laccaria_amethystina_LaAM-08-1	GCA_000827195.1	Scaffold	52.1974	47	1299	21033	21	1	2015	Fungi	Basidiomycetes
Fistulina_hepatica_ATCC_64428	GCA_000934395.1	Scaffold	33.8478	50.2	588	11244	25	2	2015	Fungi	Basidiomycetes
Monascus_ruber	GCA_002976275.1	Contig	26.2944	48.9	24	0	7	3	2018	Fungi	Ascomycetes
Lepidopterella_palustris_CBS_459.81	GCA_001692735.1	Scaffold	45.6681	46.2	3371	13861	22	7	2016	Fungi	Ascomycetes
Rickenella_mellea	GCA_004355085.1	Scaffold	45.0695	48.9	848	17134	19	3	2019	Fungi	Basidiomycetes
Dendrothele_bispora_CBS_962.96	GCA_004369135.1	Scaffold	130.651	44.6	3942	33640	25	3	2019	Fungi	Basidiomycetes
Cylindrobasidium_torrendii_FP15055_ss-10	GCA_000934385.1	Scaffold	31.5741	51.9	1149	13936	25	2	2015	Fungi	Basidiomycetes
Mortierella_elongata_AG-77	GCA_001651415.1	Scaffold	49.8516	48.1	472	14961	24	5	2016	Fungi	Other_Fungi
Colletotrichum_fioriniae	GCA_002930455.1	Scaffold	50.1509	51.1	315	0	16	2	2018	Fungi	Ascomycetes
Sistotremastrum_suecicum_HHB10207_ss-3	GCA_001632355.1	Scaffold	33.8579	49.3	1028	13654	26	4	2016	Fungi	Basidiomycetes
Polyporus_arcularius_HHB13444	GCA_004369055.1	Scaffold	43.4523	57	2540	17496	25	3	2019	Fungi	Basidiomycetes
Exidia_glandulosa_HHB12029	GCA_001632375.1	Scaffold	78.1612	56	1723	26690	26	4	2016	Fungi	Basidiomycetes
Neolentinus_lepideus_HHB14362_ss-1	GCA_001632425.1	Scaffold	35.6402	50.8	331	13157	26	4	2016	Fungi	Basidiomycetes
Daedalea_quercina_L-15889	GCA_001632345.1	Scaffold	32.7363	54.8	357	12192	26	4	2016	Fungi	Basidiomycetes
Laetiporus_sulphureus_93-53	GCA_001632365.1	Scaffold	39.9097	51.4	399	13745	26	4	2016	Fungi	Basidiomycetes
Basidiobolus_meristosporus_CBS_931.73	GCA_002104905.1	Contig	89.4891	42.8	1366	16110	20	4	2017	Fungi	Other_Fungi
Rhizopogon_vinicolor_AM-OR11-026	GCA_001658105.1	Scaffold	36.1023	48.2	2310	14465	6	6	2016	Fungi	Basidiomycetes
Dactylellina_haptotyla_CBS_200.50	GCA_000441935.1	Scaffold	39.5319	45.3	1279	10959	23	7	2013	Fungi	Ascomycetes
Leavenworthia_alabamica	GCA_000411055.1	Scaffold	173.432	35.4	11715	0	12	6	2013	Plants	Land_Plants
Poecilia_latipinna	GCA_001443285.1	Scaffold	815.145	40.8	17988	47072	12	11	2015	Animals	Fishes
Pygathrix_nemaeus	GCA_004024825.1	Scaffold	3217.15	41	1431093	0	15	1	2019	Animals	Mammals
Santalum_album	GCA_002911635.1	Contig	196.101	36.5	180	0	1	2	2018	Plants	Land_Plants
Cryomyces_antarcticus_CCFEE_534	GCA_000504465.1	Contig	24.3237	53.8	12491	0	6	12	2013	Fungi	Ascomycetes
Plasmodium_relictum	GCA_900005765.1	Chromosome	22.6074	18.4009	514	5136	15	11	2016	Protists	Apicomplexans
Zonotrichia_albicollis	GCA_000385455.1	Scaffold	1052.6	41.8	6018	26242	26	4	2013	Animals	Birds
Anopheles_nili	GCA_000439205.1	Scaffold	98.32	45.6	51048	0	22	7	2013	Animals	Insects
Asymmetron_lucayanum	GCA_001663935.1	Scaffold	460.59	40.4	212366	0	16	6	2016	Animals	Other_Animals
Pygoscelis_adeliae	GCA_000699105.1	Scaffold	1216.62	41.8001	19265	16927	7	5	2014	Animals	Birds
Armillaria_ostoyae	GCA_900157425.1	Contig	60.1068	48.3	106	22299	19	9	2017	Fungi	Basidiomycetes
Naegleria_fowleri	GCA_000499105.1	Scaffold	27.7913	37	574	0	25	11	2013	Protists	Other_Protists
Popillia_japonica	GCA_004785975.1	Scaffold	531.53	34.9	75144	0	29	3	2019	Animals	Insects
Phyllosticta_citricarpa	GCA_001604955.1	Contig	31.1272	53.1	5748	0	31	3	2016	Fungi	Ascomycetes
Tsuchiyaea_wingfieldii_CBS_7118	GCA_001720155.1	Scaffold	19.9698	53.4	83	8094	6	9	2016	Fungi	Basidiomycetes
Tricholoma_matsutake	GCA_002939025.2	Scaffold	189.03	34.4	5255	0	23	2	2018	Fungi	Basidiomycetes
Terfezia_boudieri_ATCC_MYA-4762	GCA_003788615.2	Scaffold	63.2346	45.6	516	12110	16	11	2018	Fungi	Ascomycetes
Tarenaya_hassleriana	GCA_000463585.1	Scaffold	249.93	40.5	12249	41094	3	9	2013	Plants	Land_Plants
Boletus_edulis	GCA_003316165.1	Scaffold	52.5757	0	16322	0	13	7	2018	Fungi	Basidiomycetes
Cryptococcus_depauperatus_CBS_7855	GCA_001720245.1	Scaffold	15.6563	44.7	41	6373	6	9	2016	Fungi	Basidiomycetes
Lentinus_tigrinus_ALCF2SS1-7	GCA_003813185.1	Scaffold	39.5301	56.1	207	15372	21	11	2018	Fungi	Basidiomycetes
Xylona_heveae_TC161	GCA_001619985.1	Scaffold	24.3378	48.1	27	8201	13	4	2016	Fungi	Ascomycetes
Passer_domesticus	GCA_001700915.1	Chromosome	1042.72	41.1833	2571	0	8	8	2016	Animals	Birds
Calocera_viscosa_TUFC12733	GCA_001630345.1	Scaffold	29.0972	56.3	214	12363	23	4	2016	Fungi	Basidiomycetes
Juglans_regia	GCA_001411555.1	Scaffold	699.673	36.6	105803	55627	22	10	2015	Plants	Land_Plants
Nakaseomyces_delphensis_CBS_2170	GCA_001039675.1	Contig	10.8677	38.9	179	0	28	8	2013	Fungi	Ascomycetes
[Candida]_castellii_CBS_4332	GCA_001046935.1	Contig	10.2014	40.9	101	0	28	8	2013	Fungi	Ascomycetes
Nakaseomyces_bacillisporus_CBS_7720	GCA_001046975.1	Contig	10.8399	36.6	186	0	28	8	2013	Fungi	Ascomycetes
Pararge_aegeria	GCA_900499025.1	Scaffold	501.695	37	82131	0	6	8	2018	Animals	Insects
Morus_notabilis	GCA_000414095.2	Scaffold	320.379	35.5	31301	27648	24	6	2013	Plants	Land_Plants
[Candida]_bracarensis_CBS_10154	GCA_001077315.1	Contig	12.2295	36.1	251	0	28	8	2013	Fungi	Ascomycetes
[Candida]_nivariensis_CBS_9983	GCA_001046915.1	Contig	11.5574	36.9	123	0	28	8	2013	Fungi	Ascomycetes
Leptopilina_boulardi	GCA_003121605.1	Scaffold	283.869	27.5	75550	0	11	5	2018	Animals	Insects
Formica_exsecta	GCA_003651465.1	Scaffold	277.634	0	14521	0	15	10	2018	Animals	Insects
Pseudopyrenochaeta_lycopersici	GCA_003313425.1	Contig	62.7314	47.1	188	0	11	7	2018	Fungi	Ascomycetes
Sisymbrium_irio	GCA_000411075.1	Scaffold	245.55	38	21357	0	13	6	2013	Plants	Land_Plants
Aethionema_arabicum	GCA_000411095.1	Scaffold	192.488	36.2	18312	0	12	6	2013	Plants	Land_Plants
Gerris_buenoi	GCA_001010745.2	Scaffold	994.443	35	18844	0	19	5	2015	Animals	Insects
Eurytemora_affinis	GCA_000591075.2	Scaffold	389.032	32.6	6171	30425	13	3	2014	Animals	Other_Animals
Euperipatoides_rowelli	GCA_003024985.1	Contig	1745.16	30.3	1038669	0	14	3	2018	Animals	Other_Animals
Colletotrichum_gloeosporioides	GCA_003243855.1	Scaffold	61.9165	50.3	18	0	18	6	2018	Fungi	Ascomycetes
Sistotremastrum_niveocremeum_HHB9708	GCA_001630475.1	Scaffold	35.3611	49.2	230	13076	25	4	2016	Fungi	Basidiomycetes
Vanilla_planifolia	GCA_004338375.1	Scaffold	2203.64	24.8	794534	0	11	3	2019	Plants	Land_Plants
Zootermopsis_nevadensis	GCA_000696155.1	Scaffold	485.025	38.5997	31663	30187	23	5	2014	Animals	Insects
Pseudozyma_hubeiensis_SY62	GCA_000403515.1	Scaffold	18.4429	56.5	74	7472	16	5	2013	Fungi	Basidiomycetes
Catajapyx_aquilonaris	GCA_000934665.2	Scaffold	285.626	43	20583	0	25	2	2015	Animals	Insects
Limnephilus_lunatus	GCA_000648945.2	Scaffold	1369.18	35.4	58718	0	28	4	2014	Animals	Insects
Angomonas_desouzai	GCA_000482185.1	Contig	24.2509	49.2	7953	0	25	10	2013	Protists	Kinetoplasts
Paecilomyces_hepiali	GCA_001455915.2	Scaffold	34.682	53.9	129	0	3	12	2015	Fungi	Ascomycetes
Monascus_purpureus	GCA_003184285.1	Chromosome	24.1474	49.1808	33	0	4	6	2018	Fungi	Ascomycetes
Ara_macao	GCA_000400695.1	Scaffold	1204.7	42.5001	192790	0	20	5	2013	Animals	Birds
Choiromyces_venosus_120613-1	GCA_003788595.2	Scaffold	126.035	43.7	1176	17934	16	11	2018	Fungi	Ascomycetes
Arabis_alpina	GCA_900128785.1	Chromosome	311.642	37.401	8	0	31	12	2016	Plants	Land_Plants
Aphis_gossypii	GCA_004010815.1	Scaffold	294.279	28.4993	4718	18497	10	1	2019	Animals	Insects
Botryllus_schlosseri	GCA_000444245.1	Scaffold	579.633	40.6	120139	0	5	7	2013	Animals	Other_Animals
Diabrotica_virgifera_virgifera	GCA_003013835.2	Scaffold	2418.07	36.5	87712	28061	20	3	2018	Animals	Insects
Python_bivittatus	GCA_000186305.2	Scaffold	1435.05	39.7	39113	32724	9	9	2013	Animals	Reptiles
Steinernema_feltiae	GCA_000757705.1	Scaffold	82.5044	46.7	5834	0	24	9	2014	Animals	Roundworms
Steinernema_scapterisci	GCA_000757745.1	Scaffold	79.6513	47.9	2864	0	24	9	2014	Animals	Roundworms
Steinernema_glaseri	GCA_000757755.1	Scaffold	92.8363	47.2	7510	0	24	9	2014	Animals	Roundworms
Steinernema_monticolum	GCA_000505645.1	Scaffold	89.159	41.8	14252	0	10	12	2013	Animals	Roundworms
Pseudoloma_neurophilia	GCA_001432165.1	Contig	5.24841	29.6	1603	3644	5	11	2015	Fungi	Other_Fungi
Leishmania_guyanensis	GCA_003664525.1	Contig	33.816	58	123	0	16	10	2018	Protists	Kinetoplasts
Rhizopus_delemar_RA_99-880	GCA_000149305.1	Scaffold	46.1489	35.8	83	17459	17	3	2005	Fungi	Other_Fungi
Ophiostoma_piceae_UAMH_11346	GCA_000410735.1	Scaffold	32.8404	53.3	45	8884	12	6	2013	Fungi	Ascomycetes
Cryptosporidium_meleagridis	GCA_001593445.1	Contig	8.9732	31	57	3753	17	3	2016	Protists	Apicomplexans
Eimeria_necatrix	GCA_000499385.1	Scaffold	55.0079	51	3707	8609	30	10	2013	Protists	Apicomplexans
Eimeria_brunetti	GCA_000499725.1	Scaffold	66.8902	47.7	8575	8711	30	10	2013	Protists	Apicomplexans
Eimeria_mitis	GCA_000499745.1	Scaffold	60.4151	46.5	10336	8748	30	10	2013	Protists	Apicomplexans
Eimeria_praecox	GCA_000499445.1	Scaffold	60.0833	45.4	21348	7635	30	10	2013	Protists	Apicomplexans
Spathaspora_arborariae_UFMG-19.1A	GCA_000497715.1	Scaffold	12.8706	31.9	41	0	20	11	2013	Fungi	Ascomycetes
Aspergillus_tubingensis_CBS_134.48	GCA_001890745.1	Scaffold	35.1461	49.2	33	12319	7	12	2016	Fungi	Ascomycetes
Ziphius_cavirostris	GCA_004364475.1	Scaffold	3150.42	42	3758276	0	22	3	2019	Animals	Mammals
Protobothrops_mucrosquamatus	GCA_001527695.3	Scaffold	1673.88	40.6	52280	22660	14	1	2016	Animals	Reptiles
Jaapia_argillacea_MUCL_33604	GCA_000697665.1	Scaffold	45.0459	49.7	295	16375	3	6	2014	Fungi	Basidiomycetes
Aspergillus_versicolor_CBS_583.65	GCA_001890125.1	Scaffold	33.1268	50.1	51	13222	6	12	2016	Fungi	Ascomycetes
Penicilliopsis_zonata_CBS_506.65	GCA_001890105.1	Scaffold	26.0882	49.9	246	9870	6	12	2016	Fungi	Ascomycetes
Aspergillus_sydowii_CBS_593.65	GCA_001890705.1	Scaffold	34.381	50	97	13579	7	12	2016	Fungi	Ascomycetes
Aspergillus_brasiliensis_CBS_101740	GCA_001889945.1	Scaffold	35.8041	50.4	103	12990	6	12	2016	Fungi	Ascomycetes
Pisolithus_tinctorius_Marx_270	GCA_000827335.1	Scaffold	71.0075	48.9	610	22653	21	1	2015	Fungi	Basidiomycetes
Rhizopogon_salebrosus	GCA_002995475.1	Scaffold	39.5211	0	18008	0	13	3	2018	Fungi	Basidiomycetes
Serendipita_vermifera_MAFF_305830	GCA_000827415.1	Scaffold	38.0942	48.9	546	15245	21	1	2015	Fungi	Basidiomycetes
Plicaturopsis_crispa_FD-325_SS-3	GCA_000827205.1	Scaffold	34.4981	53.5	316	13617	21	1	2015	Fungi	Basidiomycetes
Hebeloma_cylindrosporum_h7	GCA_000827355.1	Scaffold	38.226	48.4	176	15376	21	1	2015	Fungi	Basidiomycetes
Hyphopichia_burtonii_NRRL_Y-1933	GCA_001661395.1	Scaffold	12.4031	35	27	5996	10	6	2016	Fungi	Ascomycetes
Sphaerobolus_stellatus_SS14	GCA_000827215.1	Scaffold	176.372	45.9	1460	35181	21	1	2015	Fungi	Basidiomycetes
Scleroderma_citrinum_Foug_A	GCA_000827425.1	Scaffold	56.1449	48.6	938	20995	21	1	2015	Fungi	Basidiomycetes
Phlebiopsis_gigantea_11061_1_CR5-6	GCA_000832265.1	Scaffold	30.1439	54.7	573	11855	4	2	2015	Fungi	Basidiomycetes
Acidomyces_richmondensis	GCA_003545705.1	Contig	29.3472	49.5	34	0	11	9	2018	Fungi	Ascomycetes
Hydnomerulius_pinastri_MD-312	GCA_000827185.1	Scaffold	38.2788	50.6	603	13239	21	1	2015	Fungi	Basidiomycetes
Suillus_luteus_UH-Slu-Lm8-n1	GCA_000827255.1	Scaffold	37.0143	48	1944	18303	21	1	2015	Fungi	Basidiomycetes
Babjeviella_inositovora_NRRL_Y-12698	GCA_001661335.1	Scaffold	15.221	48.1	49	6399	10	6	2016	Fungi	Ascomycetes
Nadsonia_fulvescens_var._elongata_DSM_6958	GCA_001661315.1	Scaffold	13.7469	39.3	20	5649	10	6	2016	Fungi	Ascomycetes
Trichoderma_longibrachiatum_ATCC_18648	GCA_003025155.1	Scaffold	32.2383	52.8	130	10934	30	3	2018	Fungi	Ascomycetes
Trichoderma_asperellum_CBS_433.97	GCA_003025105.1	Scaffold	37.4646	47.3	419	12557	30	3	2018	Fungi	Ascomycetes
Suhomyces_tanzawaensis_NRRL_Y-17324	GCA_001661415.1	Scaffold	13.1362	45.3	16	5885	10	6	2016	Fungi	Ascomycetes
[Candida]_arabinofermentans_NRRL_YB-2248	GCA_001661425.1	Scaffold	13.2339	34.9	62	5830	10	6	2016	Fungi	Ascomycetes
Pygoscelis_antarcticus	GCA_003264595.1	Scaffold	1209.83	39.6	1783	0	25	6	2018	Animals	Birds
Gonapodya_prolifera_JEL478	GCA_001574975.1	Scaffold	48.7948	52.3	352	13831	25	2	2016	Fungi	Other_Fungi
Ascoidea_rubescens_DSM_1968	GCA_001661345.1	Scaffold	17.504	32.9	63	6787	10	6	2016	Fungi	Ascomycetes
Corvus_cornix_cornix	GCA_000738735.2	Scaffold	1042.28	41.7	113	29601	4	8	2014	Animals	Birds
Rhizomys_pruinosus	GCA_004026225.1	Scaffold	3937.27	41.7	4150536	0	16	1	2019	Animals	Mammals
Rhizophagus_irregularis_DAOM_181602=DAOM_197198	GCA_000439145.3	Scaffold	136.726	28.7	1111	26147	17	7	2013	Fungi	Other_Fungi
Metschnikowia_bicuspidata_var._bicuspidata_NRRL_YB-4993	GCA_001664035.1	Scaffold	16.0552	47.9	48	5838	17	6	2016	Fungi	Ascomycetes
Hepatospora_eriocheir	GCA_002087885.1	Scaffold	4.57028	22.4	1300	2691	12	4	2017	Fungi	Other_Fungi
Myotis_brandtii	GCA_000412655.1	Scaffold	2107.24	42.9	169750	40808	19	6	2013	Animals	Mammals
Amanita_muscaria_Koide_BX008	GCA_000827485.1	Scaffold	40.6998	47.7	1101	18093	21	1	2015	Fungi	Basidiomycetes
Onchocerca_ochengi	GCA_000950515.2	Scaffold	91.6606	29.6	20243	0	4	3	2016	Animals	Roundworms
Trichoplusia_ni	GCA_003590095.1	Chromosome	368.211	35.6704	1031	23658	5	2	2018	Animals	Insects
Fusarium_equiseti	GCA_003313175.1	Contig	40.776	48	16	0	11	7	2018	Fungi	Ascomycetes
Oehlia_diaphana	GCA_003833135.1	Scaffold	170.599	0	15410	0	26	11	2018	Fungi	Other_Fungi
Drosophila_suzukii	GCA_000472105.1	Scaffold	232.923	41.8	8680	23160	30	9	2013	Animals	Insects
Cucurbita_moschata	GCA_002738365.1	Scaffold	269.943	36.8	3500	43715	31	10	2017	Plants	Land_Plants
