ott_id,species_name,ott_accepted_name,ott_unique_name,taxon_rank,kingdom,phylum,class,order,family,genus,major_clades,full_lineage,ncbi_taxid,gbif_id,irmng_id,ncbi_name,ncbi_family,ncbi_order,ncbi_class,ncbi_confirms_family,chromosome_number_1n,chromosome_number_2n,flag_chromosome_conflict,n_map_records,source_species_string,source_ott_id,source_supergroup,source_group,source_class,source_order,source_family,ott_match_score,flag_ott_id_changed,ott_change_type,ott_change_note,flag_name_is_synonym,flag_fuzzy_match,flag_not_species_rank,flag_unresolved,flag_source_family_differs,source_family_issue,flag_duplicate_taxon,duplicate_taxon_note,eukaryote_supergroup
ott906506,Cynoglossus semilaevis,Cynoglossus semilaevis,Cynoglossus semilaevis,species,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus,Carangaria; Percomorphaceae; Euacanthomorphacea; Ctenosquamata; Eurypterygia; Neoteleostei,Cynoglossus; Cynoglossinae; Cynoglossidae; Pleuronectoidei; Pleuronectiformes; Carangaria; Percomorphaceae; Euacanthomorphacea; Acanthomorphata; Ctenosquamata; Eurypterygia; Neoteleostei; Euteleosteomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,244447,2409626,10163308,Cynoglossus semilaevis,Cynoglossidae,Pleuronectiformes,Actinopteri,True,21,42,False,2,Cynoglossus_semilaevis,906506,Opisthokonta ,Animals,Actinopterygii,Pleuronectiformes,Cynoglossidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott429083,Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,species,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Otophysi; Clupeocephala; Osteoglossocephalai; Euteleostomi; Teleostomi; Deuterostomia,Cyprinus; Cyprinidae; Cyprinoidei; Cypriniformes; Cypriniphysae; Otophysi; Ostariophysi; Otomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,7962,4286975,10704119,Cyprinus carpio,Cyprinidae,Cypriniformes,Actinopteri,True,50,100,False,2,Cyprinus_carpio,429083,Opisthokonta ,Animals,Actinopterygii,Cypriniformes,Cyprinidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott83469,Dactylis glomerata,Dactylis glomerata,Dactylis glomerata,species,Chloroplastida,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,Poeae Chloroplast Group 2 (Poeae type); Poodae; BOP clade; commelinids; Mesangiospermae; Spermatophyta,Dactylis; Dactylidinae; Poeae Chloroplast Group 2 (Poeae type); Poeae; Poodae; Pooideae; BOP clade; Poaceae; Poales; commelinids; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,4509,2705308,10665330,Dactylis glomerata,Poaceae,Poales,Magnoliopsida,True,7,14,False,1,Dactylis_glomerata,83469,Archaeplastida,Plants,Monocots,Poales,Poaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott1005914,Danio rerio,Danio rerio,Danio rerio,species,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Danio,Otophysi; Clupeocephala; Osteoglossocephalai; Euteleostomi; Teleostomi; Deuterostomia,Danio; Cyprinidae; Cyprinoidei; Cypriniformes; Cypriniphysae; Otophysi; Ostariophysi; Otomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,7955,9797255,11303984,Danio rerio,Danionidae,Cypriniformes,Actinopteri,False,25,50,False,2,Danio_rerio,1005914,Opisthokonta ,Animals,Actinopterygii,Cypriniformes,Cyprinidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott668392,Daphnia magna,Daphnia magna,Daphnia magna,species,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Pancrustacea; Mandibulata; Panarthropoda; Ecdysozoa; Protostomia; Bilateria,Daphnia; Daphniidae; Anomopoda; Cladocera; Diplostraca; Phyllopoda; Branchiopoda; Crustacea; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,35525,2234822,10768527,Daphnia magna,Daphniidae,Diplostraca,Branchiopoda,True,10,20,False,1,Daphnia_magna,668392,Opisthokonta ,Animals,Branchiopoda,Cladocera,Daphtniidae,1.0,False,,,False,False,False,False,True,typo/spelling in source file,False,,Metazoa
ott59086,Daphnia pulex,Daphnia pulex,Daphnia pulex,species,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Pancrustacea; Mandibulata; Panarthropoda; Ecdysozoa; Protostomia; Bilateria,Daphnia; Daphniidae; Anomopoda; Cladocera; Diplostraca; Phyllopoda; Branchiopoda; Crustacea; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,6669,2234840,10460016,Daphnia pulex,Daphniidae,Diplostraca,Branchiopoda,True,12,24,False,1,Daphnia_pulex,59086,Opisthokonta ,Animals,Branchiopoda,Cladocera,Daphtniidae,1.0,False,,,False,False,False,False,True,typo/spelling in source file,False,,Metazoa
ott372836,Daucus carota,Daucus carota,Daucus carota,species,Chloroplastida,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,asterids; Pentapetalae; Gunneridae; eudicotyledons; Mesangiospermae; Spermatophyta,Daucus sect. Daucus; Daucus; Daucinae; Scandiceae; Apioideae; Apiaceae; Apiineae; Apiales; campanulids; asterids; Pentapetalae; Gunneridae; eudicotyledons; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,4039,3034742,10198517,Daucus carota,Apiaceae,Apiales,Magnoliopsida,True,9,18,False,1,Daucus_carota,372836,Archaeplastida,Plants,Eudicots,Apiales,Apiaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott171951,Dendrobium moniliforme,Dendrobium moniliforme,Dendrobium moniliforme,species,Chloroplastida,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms; life,Dendrobium; Dendrobiinae; Malaxideae; Epidendroideae; Orchidaceae; Asparagales; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,142614,5317412,,Dendrobium moniliforme,Orchidaceae,Asparagales,Magnoliopsida,True,19,38,False,1,Dendrobium_moniliforme,171951,Archaeplastida,Plants,Monocots,Asparagales,Orchidaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott508208,Dendrobium nobile,Dendrobium nobile,Dendrobium nobile,species,Chloroplastida,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms; life,Dendrobium; Dendrobiinae; Malaxideae; Epidendroideae; Orchidaceae; Asparagales; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,94219,5317489,,Dendrobium nobile,Orchidaceae,Asparagales,Magnoliopsida,True,19,38,False,1,Dendrobium_nobile,508208,Archaeplastida,Plants,Monocots,Asparagales,Orchidaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott7046610,Dendrobium officinale,Dendrobium officinale,Dendrobium officinale,species,Chloroplastida,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dendrobium,Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms; life,Dendrobium; Dendrobiinae; Malaxideae; Epidendroideae; Orchidaceae; Asparagales; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,142615,,,Dendrobium officinale,Orchidaceae,Asparagales,Magnoliopsida,True,19,38,False,1,Dendrobium_officinale,293900,Archaeplastida,Plants,Monocots,Asparagales,Orchidaceae,1.0,True,same_genus_diff_species,Stored id was 'Dendrobium aphyllum'; name now resolves to 'Dendrobium officinale'.,False,False,False,False,False,,False,,Chloroplastida
ott842200,Dianthus caryophyllus,Dianthus caryophyllus,Dianthus caryophyllus,species,Chloroplastida,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,Pentapetalae; Gunneridae; eudicotyledons; Mesangiospermae; Spermatophyta; Euphyllophyta,Dianthus; Caryophylleae; Caryophyllaceae; Caryophyllales; Pentapetalae; Gunneridae; eudicotyledons; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,3570,3085420,11418490,Dianthus caryophyllus,Caryophyllaceae,Caryophyllales,Magnoliopsida,True,15,30,False,1,Dianthus_caryophyllus,842200,Archaeplastida,Plants,Eudicots,Caryophyllales,Caryophyllaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott3549,Dicentrarchus labrax,Dicentrarchus labrax,Dicentrarchus labrax,species,Metazoa,Chordata,Actinopteri,Perciformes,Moronidae,Dicentrarchus,Eupercaria; Percomorphaceae; Euacanthomorphacea; Ctenosquamata; Eurypterygia; Neoteleostei,Dicentrarchus; Moronidae; Percoidei; Perciformes; Eupercaria; Percomorphaceae; Euacanthomorphacea; Acanthomorphata; Ctenosquamata; Eurypterygia; Neoteleostei; Euteleosteomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,13489,2394622,10144924,Dicentrarchus labrax,Moronidae,,Actinopteri,True,24,48,False,1,Dicentrarchus_labrax,3549,Opisthokonta ,Animals,Actinopterygii,Perciformes,Moronidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott327730,Drosophila mediopunctata,Drosophila mediopunctata,Drosophila mediopunctata,species,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Acalyptratae; Cyclorrhapha; Eremoneura; Dicondylia; Pancrustacea; Mandibulata,tripunctata subgroup II; tripunctata group; Drosophila subgenus Drosophila; Drosophila; Drosophilini; Drosophilinae; Drosophilidae; Ephydroidea; Acalyptratae; Schizophora; Cyclorrhapha; Eremoneura; Muscomorpha; Brachycera; Diptera; Holometabola; Neoptera; Pterygota; Dicondylia; Insecta; Hexapoda; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,161732,5073439,10120072,Drosophila mediopunctata,Drosophilidae,Diptera,Insecta,True,5,10,False,1,Drosophila_mediopunctata,327730,Opisthokonta ,Animals,Insecta,Diptera,Drosophilidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott505714,Drosophila melanogaster,Drosophila melanogaster,Drosophila melanogaster,species,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Acalyptratae; Cyclorrhapha; Eremoneura; Dicondylia; Pancrustacea; Mandibulata,melanogaster subgroup; melanogaster group; Sophophora; Drosophila; Drosophilini; Drosophilinae; Drosophilidae; Ephydroidea; Acalyptratae; Schizophora; Cyclorrhapha; Eremoneura; Muscomorpha; Brachycera; Diptera; Holometabola; Neoptera; Pterygota; Dicondylia; Insecta; Hexapoda; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,7227,5073713,10121502,Drosophila melanogaster,Drosophilidae,Diptera,Insecta,True,4,8,False,1,Drosophila_melanogaster,505714,Opisthokonta ,Animals,Insecta,Diptera,Drosophilidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott1082272,Drosophila pseudoobscura,Drosophila pseudoobscura,Drosophila pseudoobscura,species,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Acalyptratae; Cyclorrhapha; Eremoneura; Dicondylia; Pancrustacea; Mandibulata,pseudoobscura subgroup; obscura group; Sophophora; Drosophila; Drosophilini; Drosophilinae; Drosophilidae; Ephydroidea; Acalyptratae; Schizophora; Cyclorrhapha; Eremoneura; Muscomorpha; Brachycera; Diptera; Holometabola; Neoptera; Pterygota; Dicondylia; Insecta; Hexapoda; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,7237,5074650,11425153,Drosophila pseudoobscura,Drosophilidae,Diptera,Insecta,True,4,8,False,1,Drosophila_pseudoobscura,1082272,Opisthokonta ,Animals,Insecta,Diptera,Drosophilidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott86632,Drosophila serrata,Drosophila serrata,Drosophila serrata,species,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila serrata species complex; Acalyptratae; Cyclorrhapha; Eremoneura; Dicondylia; Pancrustacea,Drosophila serrata species complex; montium subgroup; melanogaster group; Sophophora; Drosophila; Drosophilini; Drosophilinae; Drosophilidae; Ephydroidea; Acalyptratae; Schizophora; Cyclorrhapha; Eremoneura; Muscomorpha; Brachycera; Diptera; Holometabola; Neoptera; Pterygota; Dicondylia; Insecta; Hexapoda; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,7274,5979611,10109367,Drosophila serrata,Drosophilidae,Diptera,Insecta,True,4,8,False,1,Drosophila_serrata,86632,Opisthokonta ,Animals,Insecta,Diptera,Drosophilidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott878345,Ectocarpus siliculosus,Ectocarpus siliculosus,Ectocarpus siliculosus,species,,,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,cellular organisms; life,Ectocarpus; Ectocarpaceae; Ectocarpales; Phaeophyceae; Stramenopiles; SAR; Eukaryota; cellular organisms; life,2880,3199521,10008759,Ectocarpus siliculosus,Ectocarpaceae,Ectocarpales,Phaeophyceae,True,34,68,False,1,Ectocarpus_siliculosus,878345,Chromalveolata,SAR,Phaeophyceae,Ectocarpales,Ectocarpaceae,1.0,False,,,False,False,False,False,False,,False,,SAR
ott775254,Eimeria maxima,Eimeria maxima,Eimeria maxima,species,,Apicomplexa,Conoidasida,Eucoccidiorida,,Eimeria,cellular organisms; life,Eimeria; Eimeriorina; Eucoccidiorida; Coccidia; Conoidasida; Apicomplexa; Alveolata; SAR; Eukaryota; cellular organisms; life,5804,8488120,,Eimeria maxima,Eimeriidae,Eucoccidiorida,Conoidasida,,14,28,False,1,Eimeria_maxima,775254,Chromalveolata,SAR,Conoidasida,Eucoccidiorida,Eimeriidae,1.0,False,,,False,False,False,False,False,,False,,SAR
ott775246,Eimeria tenella,Eimeria tenella,Eimeria tenella,species,,Apicomplexa,Conoidasida,Eucoccidiorida,,Eimeria,cellular organisms; life,Eimeria; Eimeriorina; Eucoccidiorida; Coccidia; Conoidasida; Apicomplexa; Alveolata; SAR; Eukaryota; cellular organisms; life,5802,8595406,,Eimeria tenella,Eimeriidae,Eucoccidiorida,Conoidasida,,12,24,False,1,Eimeria_tenella,775246,Chromalveolata,SAR,Conoidasida,Eucoccidiorida,Eimeriidae,1.0,False,,,False,False,False,False,False,,False,,SAR
ott947656,Elaeis guineensis,Elaeis guineensis,Elaeis guineensis,species,Chloroplastida,Tracheophyta,Liliopsida,Arecales,Arecaceae,Elaeis,commelinids; Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms,Elaeis; Elaeidinae; Cocoseae; Arecoideae; Arecaceae; Arecales; commelinids; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,51953,2731882,10213909,Elaeis guineensis,Arecaceae,Arecales,Magnoliopsida,True,16,32,False,1,Elaeis_guineensis,947656,Archaeplastida,Plants,Monocots,Arecales,Arecaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott210313,Elaeis oleifera,Elaeis oleifera,Elaeis oleifera,species,Chloroplastida,Tracheophyta,Liliopsida,Arecales,Arecaceae,Elaeis,commelinids; Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta; cellular organisms,Elaeis; Elaeidinae; Cocoseae; Arecoideae; Arecaceae; Arecales; commelinids; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,80265,8791596,10662922,Elaeis oleifera,Arecaceae,Arecales,Magnoliopsida,True,16,32,False,1,Elaeis_oleifera,210313,Archaeplastida,Plants,Monocots,Arecales,Arecaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott173152,Elymus lanceolatus,Elymus lanceolatus,Elymus lanceolatus,species,Chloroplastida,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Triticodae; BOP clade; commelinids; Mesangiospermae; Spermatophyta; Euphyllophyta,Elymus; Hordeinae; Triticeae; Triticodae; Pooideae; BOP clade; Poaceae; Poales; commelinids; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,86019,5290325,10718497,Elymus lanceolatus,Poaceae,Poales,Magnoliopsida,True,14,28,False,1,Elymus_lanceolatus,173152,Archaeplastida,Plants,Monocots,Poales,Poaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott306171,Epinephelus aeneus,Epinephelus aeneus,Epinephelus aeneus,species,Metazoa,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Eupercaria; Percomorphaceae; Euacanthomorphacea; Ctenosquamata; Eurypterygia; Neoteleostei,Epinephelus; Epinephelini; Epinephelinae; Serranidae; Serranoidei; Perciformes; Eupercaria; Percomorphaceae; Euacanthomorphacea; Acanthomorphata; Ctenosquamata; Eurypterygia; Neoteleostei; Euteleosteomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,179536,2388415,10572156,Epinephelus aeneus,Serranidae,Perciformes,Actinopteri,True,24,48,False,1,Epinephelus_aeneus,306171,Opisthokonta ,Animals,Actinopterygii,Perciformes,Serranidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott876088,Epinephelus bruneus,Epinephelus bruneus,Epinephelus bruneus,species,Metazoa,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Eupercaria; Percomorphaceae; Euacanthomorphacea; Ctenosquamata; Eurypterygia; Neoteleostei,Epinephelus; Epinephelini; Epinephelinae; Serranidae; Serranoidei; Perciformes; Eupercaria; Percomorphaceae; Euacanthomorphacea; Acanthomorphata; Ctenosquamata; Eurypterygia; Neoteleostei; Euteleosteomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,323802,2388240,10149075,Epinephelus bruneus,Serranidae,Perciformes,Actinopteri,True,24,48,False,1,Epinephelus_bruneus,876088,Opisthokonta ,Animals,Actinopterygii,Perciformes,Serranidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott457795,Epinephelus coioides,Epinephelus coioides,Epinephelus coioides,species,Metazoa,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Eupercaria; Percomorphaceae; Euacanthomorphacea; Ctenosquamata; Eurypterygia; Neoteleostei,Epinephelus; Epinephelini; Epinephelinae; Serranidae; Serranoidei; Perciformes; Eupercaria; Percomorphaceae; Euacanthomorphacea; Acanthomorphata; Ctenosquamata; Eurypterygia; Neoteleostei; Euteleosteomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,94232,2388213,10717003,Epinephelus coioides,Serranidae,Perciformes,Actinopteri,True,24,48,False,1,Epinephelus_coioides,457795,Opisthokonta ,Animals,Actinopterygii,Perciformes,Serranidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott1068218,Equus caballus,Equus caballus,Equus caballus,species,Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Boreoeutheria; Eutheria; Amniota; Dipnotetrapodomorpha; Euteleostomi; Teleostomi,Equus subgenus Equus; Equus; Equidae; Perissodactyla; Laurasiatheria; Boreoeutheria; Eutheria; Theria; Mammalia; Amniota; Tetrapoda; Dipnotetrapodomorpha; Sarcopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,9796,2440886,10590507,Equus caballus,Equidae,Perissodactyla,Mammalia,True,32,64,False,2,Equus_caballus,1068218,Opisthokonta ,Animals,Mammalia,Perissodactyla,Equidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott1094963,Eragrostis tef,Eragrostis tef,Eragrostis tef,species,Chloroplastida,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,PACMAD clade; commelinids; Mesangiospermae; Spermatophyta; Euphyllophyta; Embryophyta,Eragrostis; Eragrostidinae; Eragrostideae; Chloridoideae; PACMAD clade; Poaceae; Poales; commelinids; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,110835,2705325,10202627,Eragrostis tef,Poaceae,Poales,Magnoliopsida,True,20,40,False,1,Eragrostis_tef,1094963,Archaeplastida,Plants,Monocots,Poales,Poaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott843929,Eremochloa ophiuroides,Eremochloa ophiuroides,Eremochloa ophiuroides,species,Chloroplastida,Tracheophyta,Liliopsida,Poales,Poaceae,Eremochloa,Andropogonodae; PACMAD clade; commelinids; Mesangiospermae; Spermatophyta; Euphyllophyta,Eremochloa; Rottboelliinae; Andropogoneae; Andropogonodae; Panicoideae; PACMAD clade; Poaceae; Poales; commelinids; Petrosaviidae; Liliopsida; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,866555,2704348,11423456,Eremochloa ophiuroides,Poaceae,Poales,Magnoliopsida,True,9,18,False,1,Eremochloa_ophiuroides,843929,Archaeplastida,Plants,Monocots,Poales,Poaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott207983,Eriobotrya japonica,Eriobotrya japonica,Eriobotrya japonica,species,Chloroplastida,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,fabids; rosids; Pentapetalae; Gunneridae; eudicotyledons; Mesangiospermae,Eriobotrya; Maleae; Amygdaloideae; Rosaceae; Rosales; fabids; rosids; Pentapetalae; Gunneridae; eudicotyledons; Mesangiospermae; Magnoliopsida; Spermatophyta; Euphyllophyta; Tracheophyta; Embryophyta; Streptophyta; Chloroplastida; Archaeplastida; Eukaryota; cellular organisms; life,32224,3024146,10183810,Eriobotrya japonica,Rosaceae,Rosales,Magnoliopsida,True,17,34,False,1,Eriobotrya_japonica,207983,Archaeplastida,Plants,Eudicots,Rosales,Rosaceae,1.0,False,,,False,False,False,False,False,,False,,Chloroplastida
ott566723,Eriocheir sinensis,Eriocheir sinensis,Eriocheir sinensis,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Eriocheir,Pancrustacea; Mandibulata; Panarthropoda; Ecdysozoa; Protostomia; Bilateria,Eriocheir; Varuninae; Varunidae; Grapsoidea; Thoracotremata; Eubrachyura; Brachyura; Pleocyemata; Decapoda; Eucarida; Eumalacostraca; Malacostraca; Multicrustacea; Crustacea; Pancrustacea; Mandibulata; Arthropoda; Panarthropoda; Ecdysozoa; Protostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,95602,2225776,10237933,Eriocheir sinensis,Varunidae,Decapoda,Malacostraca,True,73,146,False,1,Eriocheir_sinensis,566723,Opisthokonta ,Animals,Malacostraca,Decapoda,Varunidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
ott739941,Esox lucius,Esox lucius,Esox lucius,species,Metazoa,Chordata,Actinopteri,Esociformes,Esocidae,Esox,Protacanthopterygii; Clupeocephala; Osteoglossocephalai; Euteleostomi; Teleostomi; Deuterostomia,Esox; Esocidae; Esociformes; Protacanthopterygii; Euteleosteomorpha; Clupeocephala; Osteoglossocephalai; Teleostei; Neopterygii; Actinopteri; Actinopterygii; Euteleostomi; Teleostomi; Gnathostomata; Vertebrata; Craniata; Chordata; Deuterostomia; Bilateria; Eumetazoa; Metazoa; Holozoa; Opisthokonta; Eukaryota; cellular organisms; life,8010,2346633,10148501,Esox lucius,Esocidae,Esociformes,Actinopteri,True,25,50,False,1,Esox_lucius,739941,Opisthokonta ,Animals,Actinopterygii,Esociformes,Esocidae,1.0,False,,,False,False,False,False,False,,False,,Metazoa
