map_id,ott_id,species_name,ref_id,map_length_cM,map_sex,map_length_female_cM,map_length_male_cM,n_markers,n_linkage_groups,haploid_chromosome_number,mapping_population_n,genome_size_mb,genome_size_id,genome_size_method,map_length_extrapolated_cM,rate_as_published_cM_per_Mb,qc_few_markers,qc_lg_hcn_mismatch,qc_duplicate_of_other_record,passes_2017_criteria,in_published_353,from_corbett_detig_2015,needs_reference,source_row,source_first_author,source_year
RM0138,ott83469,Dactylis glomerata,zhao2016b,715.77,sex_averaged,,,2510.0,7.0,7.0,,4303.2,GS0179,estimate_unspecified,,,False,False,False,True,True,False,False,138,Zhao,2016
RM0139,ott1005914,Danio rerio,bradley2011,2177.363,sex_averaged,,,1706.0,,25.0,,1817.124,GS0181,c_value,,1.6137816789211,False,False,True,,False,True,False,139,Corbet-Detig,2015
RM0140,ott1005914,Danio rerio,bradley2011,2177.363,sex_averaged,,,3966.0,25.0,25.0,,1817.124,GS0181,c_value,,,False,False,False,True,True,False,False,140,Bradley,2011
RM0141,ott668392,Daphnia magna,dukic2016,1614.5,sex_averaged,,,4037.0,10.0,10.0,,129.543,GS0182,assembly_or_direct,,6.78,False,False,False,True,True,False,False,141,Dukic,2016
RM0142,ott59086,Daphnia pulex,cristescu2006,1206.0,sex_averaged,,,115.0,12.0,12.0,129.0,197.206,GS0183,assembly_or_direct,,,False,False,False,True,True,False,False,142,Cristescu,2006
RM0143,ott372836,Daucus carota,cavagnaro2014,635.1,sex_averaged,,,894.0,9.0,9.0,187.0,421.539,GS0185,c_value,,0.567,False,False,False,True,True,False,False,143,Cavagnaro,2014
RM0144,ott171951,Dendrobium moniliforme,lu2012,1127.9,sex_averaged,,,165.0,17.0,19.0,,,,,1541.81,,False,False,False,True,False,False,False,144,Lu,2012
RM0145,ott508208,Dendrobium nobile,feng2013,1474.0,sex_averaged,,,116.0,15.0,19.0,90.0,,,,1916.41,,False,False,False,True,False,False,False,145,Feng,2013
RM0146,ott7046610,Dendrobium officinale,lu2012a,1210.9,sex_averaged,,,169.0,19.0,19.0,,,,,1687.52,,False,False,False,True,False,False,False,146,Lu,2012
RM0147,ott842200,Dianthus caryophyllus,yagi2013,978.3,sex_averaged,,,348.0,15.0,15.0,,616.14,GS0187,estimate_unspecified,,,False,False,False,True,True,False,False,147,Yagi,2013
RM0148,ott3549,Dicentrarchus labrax,chistiakov2008,1373.1,sex_averaged,1380.0,1049.0,368.0,35.0,24.0,,762.84,GS0189,c_value,,,False,False,False,True,True,False,False,148,Chistiakov,2008
RM0149,ott327730,Drosophila mediopunctata,laborda2011,453.8,sex_averaged,,,49.0,5.0,5.0,800.0,,,,,,True,False,False,False,False,False,False,149,Laborda,2012
RM0150,ott505714,Drosophila melanogaster,comeron2012,105.46085,sex_averaged,,,969.0,,4.0,,168.038181818182,GS0191,c_value,,1.09452095074309,False,False,False,,False,True,False,150,Corbet-Detig,2015
RM0151,ott1082272,Drosophila pseudoobscura,mcgaugh2012,53.520111655,sex_averaged,,,141.0,,4.0,,159.74,GS0193,c_value,,1.77697896857476,False,False,False,,False,True,False,151,Corbet-Detig,2015
RM0152,ott86632,Drosophila serrata,stocker2012,245.3,sex_averaged,,,58.0,4.0,4.0,417.0,205.38,GS0194,c_value,,,False,False,False,True,True,False,False,152,Stocker,2012
RM0153,ott878345,Ectocarpus siliculosus,heesch2010,2459.3,sex_averaged,,,406.0,34.0,34.0,,195.811,GS0196,estimate_unspecified,,,False,False,False,True,True,False,False,153,Heesch,2010
RM0154,ott775254,Eimeria maxima,blake2011,2883.9,sex_averaged,,,647.0,13.0,14.0,,45.9751,GS0198,estimate_unspecified,,,False,False,False,True,True,False,False,154,Blake,2011
RM0155,ott775246,Eimeria tenella,shirley2000,653.0,sex_averaged,,,443.0,16.0,12.0,,51.8944,GS0200,estimate_unspecified,,,False,False,False,True,True,False,False,155,Shirley,2000
RM0156,ott947656,Elaeis guineensis,ting2016,1499.5,sex_averaged,,,1755.0,16.0,16.0,118.0,1535.18,GS0202,c_value,,8.539,False,False,False,True,True,False,False,156,Ting,2016
RM0157,ott210313,Elaeis oleifera,montoya2013,1485.0,sex_averaged,,,362.0,16.0,16.0,,1402.73,GS0204,estimate_unspecified,,,False,False,False,True,True,False,False,157,Montoya,2013
RM0158,ott173152,Elymus lanceolatus,mott2011,2574.0,sex_averaged,,,515.0,14.0,14.0,387.0,8244.54,GS0205,c_value,,,False,False,False,True,True,False,False,158,Mott,2011
RM0159,ott306171,Epinephelus aeneus,dor2014,969.5,sex_averaged,1053.0,886.0,222.0,24.0,24.0,48.0,1075.8,GS0206,c_value,,,False,False,False,True,True,False,False,159,Dor,2014
RM0160,ott876088,Epinephelus bruneus,kessuwan2016,1423.17,sex_averaged,1475.95,1370.39,714.0,24.0,24.0,,,,,,,False,False,False,True,False,False,False,160,Kessuwan,2016
RM0161,ott457795,Epinephelus coioides,you2013,1582.7,sex_averaged,1370.9,1335.5,4608.0,24.0,24.0,,,,,,,False,False,False,True,False,False,False,161,You,2013
RM0162,ott1068218,Equus caballus,swinburne2006,2692.1,sex_averaged,,,409.0,,32.0,,3149.16,GS0208,c_value,,1.40991304778554,False,False,False,,False,True,False,162,Corbet-Detig,2015
RM0163,ott1068218,Equus caballus,swinburne2006,2772.0,sex_averaged,,,742.0,32.0,32.0,61.0,3149.16,GS0208,c_value,,,False,False,False,True,True,False,False,163,Swinburne,2006
RM0164,ott1094963,Eragrostis tef,,1277.4,sex_averaged,,,,30.0,20.0,151.0,665.04,GS0211,estimate_unspecified,,,False,False,False,,False,False,True,164,Zeid,2011
RM0165,ott843929,Eremochloa ophiuroides,zheng2013,623.6,sex_averaged,,,89.0,10.0,9.0,86.0,811.74,GS0212,estimate_unspecified,,,False,False,False,True,True,False,False,165,Zheng,2013
RM0166,ott207983,Eriobotrya japonica,fukuda2016,1036.0,sex_averaged,,,308.0,19.0,17.0,,762.84,GS0213,estimate_unspecified,,,False,False,False,True,True,False,False,166,Fukuda,2016
RM0167,ott566723,Eriocheir sinensis,cui2015,5125.53,sex_averaged,4338.3,4392.7,10358.0,73.0,73.0,120.0,1680.0,GS0214,estimate_unspecified,,3.09,False,False,False,True,True,False,False,167,Cui,2015
RM0168,ott739941,Esox lucius,rondeau2014,1289.3,sex_averaged,1245.4,1160.0,180.0,25.0,25.0,92.0,1095.36,GS0216,c_value,,,False,False,False,True,True,False,False,168,RONDEAU,2014
RM0169,ott505234,Eucalyptus camaldulensis,agrama2002,1236.0,sex_averaged,,,168.0,11.0,11.0,92.0,606.36,GS0218,estimate_unspecified,,,False,False,False,True,True,False,False,169,Agrama,2002
RM0170,ott847929,Eucalyptus globulus,gion2016,1520.0,sex_averaged,1587.0,1453.0,,11.0,11.0,180.0,552.4722,GS0219,c_value,,1.289,False,False,False,,False,False,False,170,Gion,2016
RM0171,ott40959,Eucalyptus grandis,hudson2012,1107.0,sex_averaged,,,4101.0,11.0,11.0,1950.0,591.5922,GS0221,c_value,,0.108,False,False,False,True,True,False,False,171,Hudson,2012
RM0172,ott173799,Eucalyptus tereticornis,li2015a,1241.4,sex_averaged,,,585.0,11.0,11.0,,586.8,GS0222,estimate_unspecified,,,False,False,False,True,True,False,False,172,Li,2015
RM0173,ott1049231,Eucalyptus urophylla,li2015b,1208.5,sex_averaged,,,700.0,11.0,11.0,,595.602,GS0223,c_value,,0.095,False,False,False,True,True,False,False,173,Li,2015
RM0174,ott743836,Eucommia ulmoides,li2014a,2133.0,sex_averaged,,,706.0,25.0,17.0,,723.72,GS0224,estimate_unspecified,,,False,False,False,True,True,False,False,174,Li,2014
RM0175,ott904381,Fagopyrum esculentum,yabe2014,1574.3,sex_averaged,,,8884.0,8.0,8.0,178.0,1359.4,GS0226,c_value,,0.377,False,False,False,True,True,False,False,175,Yabe,2014
RM0176,ott563163,Felis silvestris,li2016,4464.0,sex_averaged,,,6637.0,19.0,19.0,453.0,2894.88,GS0227,c_value,,,False,False,False,True,True,False,False,176,Li,2016
RM0177,ott475468,Fenneropenaeus chinensis,wang2012,1895.795,sex_averaged,1715.06,2076.53,236.0,39.0,44.0,,1660.0,GS0228,estimate_unspecified,,,False,False,False,True,True,False,False,177,Wang,2012
RM0178,ott105576,Festuca arundinacea,dierking2015,1417.5,sex_averaged,1258.0,1577.0,594.0,22.0,21.0,,4185.84,GS0229,estimate_unspecified,,,False,False,False,True,True,False,False,178,Dierking,2015
RM0179,ott107840,Ficedula albicollis,backstrom2008,1787.0,sex_averaged,,,211.0,33.0,30.0,322.0,1118.34,GS0231,estimate_unspecified,,,False,False,False,True,True,False,False,179,Backstrom,2008
RM0180,ott107840,Ficedula albicollis,backstrom2008,3132.061,sex_averaged,,,3996.0,,30.0,,1118.34,GS0231,estimate_unspecified,,3.24065054958299,False,False,False,,False,True,False,180,Corbet-Detig,2015
RM0181,ott555467,Fragaria iinumae,mahoney2016,451.7,sex_averaged,,,4173.0,7.0,7.0,104.0,199.628,GS0233,estimate_unspecified,,,False,False,False,True,True,False,False,181,Mahoney,2016
RM0182,ott852873,Fragaria vesca,davik2015,416.2,sex_averaged,,,151.0,7.0,7.0,,214.373,GS0235,estimate_unspecified,,,False,False,False,True,True,False,False,182,Davik,2015
RM0183,ott3904118,Fragaria xananassa,sargent2016,1820.0,sex_averaged,,,8407.0,28.0,28.0,86.0,697.762,GS0237,estimate_unspecified,,,False,False,False,True,True,False,False,183,Sargent,2016
RM0184,ott955281,Fusarium circinatum,devos2007,2774.4,sex_averaged,,,582.0,12.0,11.0,94.0,43.9486,GS0239,estimate_unspecified,,,False,False,False,True,True,False,False,184,DeVos,2007
RM0185,ott264388,Fusarium graminearum,lee2008,1140.0,sex_averaged,,,115.0,6.0,4.0,,36.458,GS0241,estimate_unspecified,,,False,False,False,True,True,False,False,185,Lee,2008
RM0186,ott404217,Fusarium oxysporum,teunissen2003,86.0,sex_averaged,,,83.0,23.0,15.0,32.0,61.3869,GS0243,c_value,,,False,False,False,True,True,False,False,186,Teunissen,2003
RM0187,ott584890,Fusarium verticillioides,jurgenson2002,2188.0,sex_averaged,,,636.0,12.0,11.0,,41.8449,GS0245,estimate_unspecified,,,False,False,False,True,True,False,False,187,Jurgenson,2002
RM0188,ott114170,Gadus morhua,hubert2010,1421.92,sex_averaged,,,924.0,23.0,23.0,182.0,909.54,GS0247,c_value,,,False,False,False,True,True,False,False,188,Hubert,2010
RM0189,ott153563,Gallus gallus,pengelly2016,2762.2,sex_averaged,,,500000.0,28.0,35.0,,1230.26,GS0249,estimate_unspecified,,,False,False,False,True,True,False,False,189,Pengelly,2016
RM0190,ott153563,Gallus gallus,pengelly2016,2867.6,sex_averaged,,,8349.0,,35.0,,1230.26,GS0249,estimate_unspecified,,3.1486092544282,False,False,False,,False,True,False,190,Corbet-Detig,2015
RM0191,ott401066,Gasterosteus aculeatus,rastas2015,1251.1609277,sex_averaged,,,1872.0,,22.0,,625.92,GS0251,c_value,,3.1137123613754,False,False,False,,False,True,False,191,Corbet-Detig,2015
RM0192,ott401066,Gasterosteus aculeatus,rastas2015,1980.74,sex_averaged,2335.72,1584.26,13060.0,21.0,22.0,,625.92,GS0251,c_value,,,False,False,False,True,True,False,False,192,Rastas,2016
RM0193,ott717875,Gentiana scabra,nakatsuka2012,613.7,sex_averaged,,,263.0,19.0,13.0,93.0,5000.0,GS0253,estimate_unspecified,,,False,False,False,True,True,False,False,193,Nakatsuka,2012
RM0194,ott232963,Globodera rostochiensis,vandervoort1999,431.0,sex_averaged,,,62.0,9.0,9.0,,95.8763,GS0255,estimate_unspecified,,,False,False,False,True,True,False,False,194,vanderVoort,1999
RM0195,ott681762,Glycine max,song2016,2241.32,sex_averaged,,,2549.0,,20.0,,1105.14,GS0257,estimate_unspecified,,2.37632821956651,False,False,False,,False,True,False,195,Corbet-Detig,2015
RM0196,ott681762,Glycine max,song2016,2445.8,sex_averaged,,,21478.0,20.0,20.0,,1105.14,GS0257,estimate_unspecified,,,False,False,False,True,True,False,False,196,Song,2016
RM0197,ott325187,Gnathopogon caerulescens,kakioka2013,1390.9,sex_averaged,,,1622.0,25.0,25.0,198.0,,,,1451.0,,False,False,False,True,False,False,False,197,Kakioka,2013
RM0198,ott625750,Gossypium arboreum,badigannavar2015,1109.0,sex_averaged,,,606.0,37.0,13.0,94.0,1682.16,GS0259,estimate_unspecified,,,False,True,False,False,False,False,False,198,Badigannavar,2015
RM0199,ott854476,Gossypium barbadense,shi2014,5115.6,sex_averaged,,,2292.0,26.0,26.0,,2694.39,GS0261,estimate_unspecified,,,False,False,False,True,True,False,False,199,Shi,2016
RM0200,ott854480,Gossypium hirsutum,jia2016,4071.98,sex_averaged,,,6434.0,26.0,26.0,,2347.2,GS0263,estimate_unspecified,,,False,False,False,True,True,False,False,200,Jia,2016
RM0201,ott79347,Gossypium raimondii,wang2013,1493.3,sex_averaged,,,433.0,,13.0,,1101.228,GS0265,c_value,,2.04971450838414,False,False,False,,False,True,False,201,Corbet-Detig,2015
RM0202,ott79347,Gossypium raimondii,wang2013,2325.0,sex_averaged,,,48958.0,13.0,13.0,,1101.228,GS0265,c_value,,1.135,False,False,False,True,True,False,False,202,Wang,2013
RM0203,ott733231,Gossypium tomentosum,hou2013,3320.8,sex_averaged,,,1204.0,35.0,26.0,,2386.32,GS0266,estimate_unspecified,,,False,False,False,True,True,False,False,203,Hou,2013
RM0204,ott780542,Haliotis diversicolor,ren2016,2190.1,sex_averaged,2197.8,1764.7,3717.0,16.0,16.0,131.0,1418.1,GS0267,c_value,2209.6,,False,False,False,True,True,False,False,204,Ren,2016
RM0205,ott780532,Haliotis midae,vervalle2013,1038.0,sex_averaged,,,186.0,18.0,18.0,,1398.54,GS0268,c_value,1327.0,,False,False,False,True,True,False,False,205,Vervalle,2013
RM0206,ott695282,Haliotis rubra,baranski2006,693.5,sex_averaged,766.0,621.0,122.0,17.0,,,,,,,,False,False,False,,False,False,False,206,Baranski,2006
RM0207,ott138490,Haplochromis chilotes,henning2014,1225.68,sex_averaged,,,1122.0,22.0,22.0,,1075.8,GS0269,estimate_unspecified,,,False,False,False,True,True,False,False,207,Henning,2017
RM0208,ott685068,Haplochromis sauvagei,henning2017,1130.63,sex_averaged,,,867.0,22.0,22.0,,1075.8,GS0270,estimate_unspecified,,,False,False,False,True,True,False,False,208,Henning,2014
RM0209,ott515712,Helianthus annuus,celik2016,2472.0,sex_averaged,,,817.0,17.0,17.0,93.0,2376.54,GS0271,estimate_unspecified,,,False,False,False,True,True,False,False,209,Celik,2016
RM0210,ott896444,Heliconius melpomene,davey2016,689.262,sex_averaged,,,1017.0,,21.0,,293.4,GS0273,c_value,,3.32508090841105,False,False,False,,False,True,False,210,Corbet-Detig,2015
RM0211,ott896444,Heliconius melpomene,davey2016,1364.23,sex_averaged,,,431488.0,21.0,21.0,69.0,293.4,GS0273,c_value,,,False,False,False,True,True,False,False,211,Davey,2016
RM0212,ott1072058,Heterobasidion annosum,lind2012,2476.0,sex_averaged,,,241.0,17.0,,102.0,27.9883,GS0275,c_value,,,False,False,False,,False,False,False,212,Lind,2012
RM0213,ott332065,Heterodera glycines,atibalentja2005,539.0,sex_averaged,,,131.0,10.0,9.0,63.0,81.908,GS0277,estimate_unspecified,,,False,False,False,True,True,False,False,213,Atibalentja,2005
RM0214,ott339361,Hevea brasiliensis,shearman2015,4160.0,sex_averaged,,,12326.0,18.0,18.0,149.0,2102.7,GS0279,estimate_unspecified,,,False,False,False,True,True,False,False,214,Shearman,2015
RM0215,ott393745,Hibiscus cannabinus,chen2011,4924.8,sex_averaged,,,396.0,26.0,18.0,180.0,1496.34,GS0280,c_value,,,False,False,False,True,True,False,False,215,Chen,2011
RM0216,ott23821,Hieracium,shirasawa2014,1650.0,sex_averaged,,,518.0,16.0,18.0,95.0,4058.7,GS0281,c_value,,,False,False,False,True,True,False,False,216,Shirasawa,2015
RM0217,ott408328,Hippoglossus hippoglossus,palaiokostas2013,1514.0,sex_averaged,1496.0,1378.1,4049.0,24.0,24.0,90.0,713.94,GS0625,other_literature,,,False,False,False,True,True,False,False,217,Palaiokostas,2013
RM0218,ott770315,Homo sapiens,kong2010,3179.9563005,sex_averaged,,,276215.0,,48.0,,3423.0,GS0283,c_value,,1.19071999919365,False,False,False,,False,True,False,218,Corbet-Detig,2015
RM0219,ott657948,Hordeum vulgare,zhou2016a,927.07,sex_averaged,,,1832.0,7.0,7.0,,5418.1,GS0285,c_value,,0.171,False,False,False,True,True,False,False,219,Zhou,2016
RM0220,ott84020,Humulus lupulus,henning2015,745.9,sex_averaged,,,3341.0,11.0,10.0,,2836.2,GS0286,c_value,,0.245,False,False,False,True,True,False,False,220,Henning,2015
RM0221,ott677266,Hyla aborea,brelsford2015,1770.722,sex_averaged,2393.696,1147.748,1598.0,12.0,12.0,90.0,4649.69,GS0626,c_value,,,False,False,False,True,True,False,False,221,Brelsford,2016
RM0222,ott35786,Hypophthalmichthys molitrix,guo2013,1561.1,sex_averaged,,,703.0,24.0,24.0,,978.0,GS0288,c_value,,,False,False,False,True,True,False,False,222,Guo,2013
RM0223,ott762099,Hypsizygus marmoreus,sun2016,86.2,sex_averaged,,,14.0,2.0,11.0,,41.6261,GS0290,estimate_unspecified,,,True,True,False,False,False,False,False,223,Sun,2016
RM0224,ott351029,Hyriopsis cumingii,bai2016,2713.0,sex_averaged,2810.0,2561.0,4920.0,19.0,19.0,157.0,3000.0,GS0627,other_literature,,,False,False,False,True,True,False,False,224,Bai,2016
RM0225,ott701523,Ictalurus punctatus,liu2015a,3240.0,sex_averaged,,,26238.0,29.0,29.0,,993.648,GS0292,c_value,,,False,False,False,True,True,False,False,225,Liu,2016
RM0226,ott1071040,Ipomoea batatas,zhao2013b,8184.5,sex_averaged,,,2077.0,90.0,90.0,202.0,1833.75,GS0293,estimate_unspecified,,,False,False,False,True,True,False,False,226,Zhao,2013
RM0227,ott253311,Ischnura elegans,wellenreuther2013,211.5,sex_averaged,179.2,331.7,19.0,4.0,14.0,212.0,,,,,,True,True,False,False,False,False,False,227,Wellenreuther,2013
RM0228,ott621065,Ixodes scapularis,ullmann2003,616.0,sex_averaged,,,127.0,14.0,15.0,232.0,1765.38,GS0295,estimate_unspecified,,,False,False,False,True,True,False,False,228,Ullmann,2003
RM0229,ott916001,Jatropha curcas,wu2015,1655.8,sex_averaged,,,1208.0,11.0,11.0,190.0,420.54,GS0297,estimate_unspecified,,,False,False,False,True,True,False,False,229,Wu,2015
RM0230,ott138717,Juglans regia,zhu2015,2457.82,sex_averaged,2664.3,1305.36,2577.0,16.0,16.0,,606.36,GS0299,estimate_unspecified,,,False,False,False,True,True,False,False,230,Zhu,2015
RM0231,ott229709,Kryptolebias marmoratus,kanamori2016,1248.0,sex_averaged,,,9904.0,24.0,24.0,49.0,680.367,GS0300,assembly_or_direct,,,False,False,False,True,True,False,False,231,Kanomori,2016
RM0232,ott160616,Labeo rohita,robinson2014,1373.8,sex_averaged,1384.0,1393.0,3193.0,25.0,25.0,,1950.0,GS0628,other_literature,,,False,False,False,True,True,False,False,232,Robinson,2014
RM0233,ott985685,Laccaria bicolor,labbe2008,812.0,sex_averaged,,,294.0,13.0,,,64.8774,GS0302,c_value,,,False,False,False,,False,False,False,233,Labbe,2008
RM0234,ott515700,Lactuca sativa,truco2013,2974.0,sex_averaged,,,3696.0,9.0,9.0,213.0,2591.7,GS0304,estimate_unspecified,,,False,False,False,True,True,False,False,234,Truco,2013
RM0235,ott264011,Lagerstroemia,he2013,1162.1,sex_averaged,,,173.0,20.0,24.0,,,,,1788.7,,False,False,False,True,False,False,False,235,He,2014
RM0236,ott679823,Larimichthys crocea,ao2015,5451.3,sex_averaged,,,10150.0,24.0,24.0,,678.938,GS0306,estimate_unspecified,,,False,False,False,True,True,False,False,236,Ao,2015
RM0237,ott154040,Larix kaempferi,guan2011,546.5,sex_averaged,,,581.0,15.0,12.0,,9291.0,GS0307,c_value,,1.92,False,False,False,True,True,False,False,237,Guan,2011
RM0238,ott186480,Lateolabrax japonicus,,2957.79,sex_averaged,,,3000.0,24.0,24.0,179.0,,,,,,False,False,False,True,False,False,True,238,Liu,2016
RM0239,ott437601,Lates calcarifer,wang2017a,1412.9,sex_averaged,,,3836.0,24.0,24.0,118.0,684.6,GS0309,c_value,,4.52,False,False,False,True,True,False,False,239,Wang,2017
RM0240,ott743052,Laupala,shaw2007,795.3,male,,,131.0,16.0,8.0,,1900.0,GS0629,other_literature,,1.2,False,True,False,False,False,False,False,240,Shaw,2007
RM0241,ott156245,Lens culinaris,sudheesh2016,2429.61,sex_averaged,,,689.0,7.0,7.0,,4107.6,GS0310,estimate_unspecified,,,False,False,False,True,True,False,False,241,Sudheesh,2016
RM0242,ott162647,Lentinula edodes,gong2014,983.7,sex_averaged,,,572.0,12.0,,,46.1067,GS0312,estimate_unspecified,,,False,False,False,,False,False,False,242,Gong,2016
RM0243,ott1028028,Lepisosteus oculatus,amores2011,2923.736,sex_averaged,,,2820.0,,29.0,,1378.98,GS0314,c_value,,3.33036154499458,False,False,False,,False,True,False,243,Corbet-Detig,2015
RM0244,ott836783,Lepomis macrochirus,wang2009b,1576.75,sex_averaged,1628.2,1525.3,222.0,31.0,24.0,,987.78,GS0315,c_value,,,False,False,False,True,True,False,False,244,Wang,2010
RM0245,ott185597,Leptinotarsa decemlineata,hawthorne2001b,1032.0,sex_averaged,,,182.0,18.0,18.0,74.0,449.88,GS0317,c_value,,,False,False,False,True,True,False,False,245,Hawthorne,2001
RM0246,ott1061491,Leptopilina clavipes,pannebakker2004,219.9,sex_averaged,,,32.0,5.0,5.0,72.0,255.344,GS0319,estimate_unspecified,,,True,False,False,False,False,False,False,246,Pannebakker,2004
RM0247,ott748393,Lilium,shahin2010,1627.0,sex_averaged,,,411.0,22.0,,198.0,,,,,,False,False,False,,False,False,False,247,Shahin,2011
RM0248,ott1000262,Linum usitatissimum,cloutier2012,1151.0,sex_averaged,,,770.0,15.0,15.0,,684.6,GS0321,estimate_unspecified,,,False,False,False,True,True,False,False,248,Cloutier,2012
RM0249,ott169168,Litopenaeus vannamei,yu2015,4271.43,sex_averaged,,,6146.0,44.0,44.0,,2640.0,GS0322,estimate_unspecified,4341.39,1.7,False,False,False,True,True,False,False,249,Yu,2015
RM0250,ott135777,Lolium multiflorum,guan2014,488.8,sex_averaged,,,192.0,7.0,7.0,881.0,2660.16,GS0323,estimate_unspecified,,,False,False,False,True,True,False,False,250,Guan,2014
RM0251,ott135774,Lolium perenne,velmurugan2016,952.6,sex_averaged,,,1865.0,7.0,7.0,169.0,2365.782,GS0325,c_value,,0.396,False,False,False,True,True,False,False,251,Velmurugan,2016
RM0252,ott1081728,Lotus japonicus,wang2008b,508.5,sex_averaged,,,1023.0,6.0,6.0,94.0,469.44,GS0327,estimate_unspecified,,,False,False,False,True,True,False,False,252,Wang,2008
RM0253,ott84261,Lucania goodei,berdan2014a,392.0,sex_averaged,,,915.0,23.0,24.0,303.0,1319.322,GS0328,c_value,,,False,False,False,True,True,False,False,253,Berdan,2014
RM0254,ott839518,Lucania parva,berdan2014b,605.0,sex_averaged,,,766.0,23.0,23.0,161.0,1391.694,GS0329,c_value,,,False,False,False,True,True,False,False,254,Berdan,2014
RM0255,ott565719,Luffa acutangula,wu2016,1436.12,sex_averaged,,,177.0,14.0,13.0,,831.3,GS0330,estimate_unspecified,,,False,False,False,True,True,False,False,255,Wu,2016
RM0256,ott1030424,Lupinus albus,vipin2013,2169.0,sex_averaged,,,461.0,38.0,25.0,,586.8,GS0331,estimate_unspecified,,,False,False,False,True,True,False,False,256,Vipin,2013
RM0257,ott1030433,Lupinus angustifolius,yang2012,1629.9,sex_averaged,,,8246.0,20.0,20.0,94.0,1153.0,GS0333,estimate_unspecified,,,False,False,False,True,True,False,False,257,Yang,2013
RM0258,ott689650,Macaca mulatta,rogers2006,2048.0,sex_averaged,,,241.0,20.0,22.0,,3290.97,GS0335,c_value,,,False,False,False,True,True,False,False,258,Rogers,2006
RM0259,ott689650,Macaca mulatta,rogers2006,2473.9,sex_averaged,,,274.0,,22.0,,3290.97,GS0335,c_value,,1.08485593381464,False,False,False,,False,True,False,259,Corbet-Detig,2015
RM0260,ott539171,Macropus eugenii,wang2011,1402.4,sex_averaged,1066.5,1272.2,148.0,8.0,7.0,0.0,1153.0,GS0337,estimate_unspecified,,,False,False,False,True,True,False,False,260,Wang,2011
RM0261,ott258235,Magnaporthe grisea,zheng2008,1247.0,sex_averaged,,,176.0,7.0,7.0,,42.711,GS0339,c_value,,,False,False,False,True,True,False,False,261,Zheng,2008
RM0262,ott3902985,Malus domestica,dipierro2016,1267.0,sex_averaged,,,15417.0,17.0,17.0,,1874.77,GS0341,estimate_unspecified,,,False,False,False,True,True,False,False,262,DiPierro,2016
RM0263,ott854961,Malus pumila,clark2014,1481.72,sex_averaged,,,1091.0,17.0,17.0,,753.06,GS0344,estimate_unspecified,,,False,False,False,True,True,False,False,264,Clark,2014
RM0264,ott321926,Malus sieversii,liu2016a,1299.67,sex_averaged,,,280.0,17.0,17.0,110.0,733.5,GS0342,estimate_unspecified,,,False,False,False,True,True,False,False,263,Liu,2016
RM0265,ott807634,Mangifera indica,luo2016a,3148.28,sex_averaged,,,6594.0,20.0,20.0,,440.1,GS0345,estimate_unspecified,,,False,False,False,True,True,False,False,265,Luo,2016
RM0266,ott339369,Manihot esculenta,alaba2015,2412.0,sex_averaged,,,22403.0,18.0,18.0,,1222.5,GS0347,c_value,,0.761,False,False,False,True,True,False,False,266,Alaba,2015
RM0267,ott5787510,Marsupenaeus japonicus,lu2016,3610.9,sex_averaged,3127.23,3326.19,9289.0,41.0,43.0,,2767.74,GS0348,c_value,,,False,False,False,True,True,False,False,267,Lu,2016
RM0268,ott1086789,Medicago sativa,li2014b,2133.0,sex_averaged,,,2154.0,32.0,32.0,384.0,1276.29,GS0349,estimate_unspecified,,,False,False,False,True,True,False,False,268,Li,2014
RM0269,ott1060499,Medicago truncatula,gorton2012,556.7,sex_averaged,,,540.0,,8.0,,469.44,GS0351,estimate_unspecified,,2.10396640184481,False,False,False,,False,True,False,269,Corbet-Detig,2015
RM0270,ott1060499,Medicago truncatula,gorton2012,1215.0,sex_averaged,,,184.0,8.0,8.0,177.0,469.44,GS0351,estimate_unspecified,,,False,False,False,True,True,False,False,270,Gorton,2012
RM0271,ott809207,Melampsora lini,anderson2016,5860.0,sex_averaged,,,13412.0,27.0,18.0,,170.172,GS0353,c_value,,,False,False,False,True,True,False,False,271,Anderson,2016
RM0272,ott446482,Meleagris gallopavo,aslam2010,2157.9,sex_averaged,,,471.0,,32.0,,1431.14,GS0355,c_value,,2.49300152121962,False,False,False,,False,True,False,272,Corbet-Detig,2015
RM0273,ott446482,Meleagris gallopavo,aslam2010,2324.0,sex_averaged,,,531.0,28.0,32.0,1008.0,1431.14,GS0355,c_value,,,False,False,False,True,True,False,False,273,Aslam,2010
RM0274,ott1043271,Meloidogyne hapla,thomas2012,1294.1,sex_averaged,,,182.0,16.0,16.0,183.0,53.013,GS0357,assembly_or_direct,,,False,False,False,True,True,False,False,274,Thomas,2012
RM0275,ott265548,Melospiza melodia,nietlisbach2015,1731.0,sex_averaged,,,191.0,35.0,40.0,,1398.54,GS0358,c_value,,,False,False,False,True,True,False,False,275,Nietlisbach,2015
RM0276,ott677719,Metriaclima zebra,oquin2013,1933.0,male,,,843.0,22.0,22.0,160.0,848.776495,GS0359,assembly_or_direct,,,False,False,False,True,True,False,False,276,O'Quin,2013
RM0277,ott927240,Microtus ochrogaster,mcgraw2011,1707.0,sex_averaged,,,406.0,20.0,28.0,,2287.34,GS0360,assembly_or_direct,,,False,False,False,True,True,False,False,277,McGraw,2011
