ref_id,doi,doi_url,authors,n_authors,year,title,journal,journal_normalized,journal_abbrev,volume,issue,pages,publisher,issn,publication_type,crossref_citation_count,si_ref_number,si_first_author,si_year,citation_verbatim,match_confidence,match_title_score,match_author_score,manual_review,review_note,flag_year_mismatch,flag_author_list_incomplete,flag_no_doi
lu2012,10.1016/j.scienta.2011.12.027,,"Lu, Jiang-Jie; Zhao, Hong-Yan; Suo, Na-Na; Wang, Shang; Shen, Bo; Wang, Hui-Zhong; Liu, Jun-Jun",,2012,"Genetic linkage maps of Dendrobium moniliforme and D. officinale based on EST-SSR, SRAP, ISSR and RAPD markers",Scientia Horticulturae,Scientia Horticulturae,,137,,1-10,Elsevier BV,0304-4238,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
streiff2013,10.1038/hdy.2013.113,,"Streiff, Réjane; Courtois, Brigitte; Meusnier, Serge; Bourguet, Denis",,2013,"Genetic mapping of two components of reproductive isolation between two sibling species of moths, Ostrinia nubilalis and O. scapulalis",Heredity,Heredity,,112,,370-381,Springer Science and Business Media LLC,0018-067X,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
johnston2017,10.1101/100131,,"Johnston, Susan E.; Huisman, Jisca; Ellis, Philip A.; Pemberton, Josephine M.",,2017,A high density linkage map reveals sexual dimorphism in recombination landscapes in red deer ( Cervus elaphus ),,,,,,,openRxiv,,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
anistoroaei2007,10.1111/j.1365-2052.2007.01621.x,,"Anistoroaei, R.; Menzorov, A.; Serov, O.; Farid, A.; Christensen, K.",,2007,The first linkage map of the American mink (Mustela vison),Animal Genetics,Animal Genetics,,38,,384-388,Wiley,0268-9146,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
venkatesan2009,10.1111/j.1365-2583.2009.00885.x,,"Venkatesan, M.; Broman, K. W.; Sellers, M.; Rasgon, J. L.",,2009,An initial linkage map of the West Nile Virus vector Culex tarsalis,Insect Molecular Biology,Insect Molecular Biology,,18,,453-463,Wiley,0962-1075,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
feldmeyer2010,10.1111/j.1365-2583.2010.01016.x,,"Feldmeyer, B.; Pen, I.; Beukeboom, L. W.",,2010,"A microsatellite marker linkage map of the housefly, Musca domestica : evidence for male recombination",Insect Molecular Biology,Insect Molecular Biology,,19,,575-581,Wiley,0962-1075,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
laborda2011,10.1111/j.1365-2583.2011.01117.x,,"Laborda, P. R.; Gazaffi, R.; Garcia, A. A. F.; de Souza, A. P.",,2011,A molecular linkage map for Drosophila mediopunctata confirms synteny with Drosophila melanogaster and suggests a region that controls the variation in the number of abdominal spots,Insect Molecular Biology,Insect Molecular Biology,,21,,89-95,Wiley,0962-1075,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
labbe2008,10.1111/j.1469-8137.2008.02614.x,,"Labbé, J.; Zhang, X.; Yin, T.; Schmutz, J.; Grimwood, J.; Martin, F.; Tuskan, G. A.; Le Tacon, F.",,2008,A genetic linkage map for the ectomycorrhizal fungus Laccaria bicolor and its alignment to the whole‐genome sequence assemblies,New Phytologist,New Phytologist,,180,,316-328,Wiley,0028-646X,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
okuda2009,10.1139/g09-021,,"Okuda, Yasuhito; Murakami, Shigeyuki; Matsumoto, Teruyuki",,2009,"A genetic linkage map ofPleurotus pulmonariusbased on AFLP markers, and localization of the gene region for the sporeless mutation",Genome,Genome,,52,,438-446,Canadian Science Publishing,0831-2796,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
liu2011,10.1139/g10-084,,"Liu, Lihua; Ma, Xiaojun; Wei, Jianhe; Qin, Jiaming; Mo, Changming",,2011,The first genetic linkage map of Luohanguo (Siraitia grosvenorii) based on ISSR and SRAP markers,Genome,Genome,,54,,19-25,Canadian Science Publishing,0831-2796,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
kang2011,10.1139/g10-099,,"Kang, Bum-Yong; Major, John E.; Rajora, Om P.",,2011,A high-density genetic linkage map of a black spruce (Picea mariana) × red spruce (Picea rubens) interspecific hybrid,Genome,Genome,,54,,128-143,Canadian Science Publishing,0831-2796,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
zeng2014,10.1186/1471-2156-15-s1-s2,,"Zeng, Yanru; Ye, Shengyue; Yu, Weiwu; Wu, Song; Hou, Wei; Wu, Rongling; Dai, Wensheng; Chang, Jun",,2014,Genetic linkage map construction and QTL identification of juvenile growth traits in Torreya grandis,BMC Genetics,BMC Genetics,,15,,S2,Springer Science and Business Media LLC,1471-2156,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
jaari2009,10.1186/1471-2164-10-1,,"Jaari, Sonja; Li, Meng-Hua; Merilä, Juha",,2009,A first-generation microsatellite-based genetic linkage map of the Siberian jay (Perisoreus infaustus): insights into avian genome evolution,BMC Genomics,BMC Genomics,,10,,,Springer Science and Business Media LLC,1471-2164,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
alheit2011,10.1186/1471-2164-12-380,,"Alheit, Katharina V; Reif, Jochen C; Maurer, Hans Peter; Hahn, Volker; Weissmann, Elmar A; Miedaner, Thomas; Würschum, Tobias",,2011,Detection of segregation distortion loci in triticale (x Triticosecale Wittmack) based on a high-density DArT marker consensus genetic linkage map,BMC Genomics,BMC Genomics,,12,,,Springer Science and Business Media LLC,1471-2164,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
jones2013,10.1186/1471-2164-14-810,,"Jones, David B; Jerry, Dean R; Khatkar, Mehar S; Raadsma, Herman W; Zenger, Kyall R",,2013,"A high-density SNP genetic linkage map for the silver-lipped pearl oyster, Pinctada maxima: a valuable resource for gene localisation and marker-assisted selection",BMC Genomics,BMC Genomics,,14,,810,Springer Science and Business Media LLC,1471-2164,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
iorizzo2014,10.1186/s12863-014-0123-6,,"Iorizzo, Massimo; Gao, Liangliang; Mann, Harpartap; Traini, Alessandra; Chiusano, Maria Luisa; Kilian, Andrzej; Aversano, Riccardo; Carputo, Domenico; Bradeen, James M",,2014,A DArT marker-based linkage map for wild potato Solanum bulbocastanum facilitates structural comparisons between SolanumA and B genomes,BMC Genetics,BMC Genetics,,15,,,Springer Science and Business Media LLC,1471-2156,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
xu2015,10.1186/s12870-015-0604-4,,"Xu, Yan; Huang, Long; Ji, Dehua; Chen, Changsheng; Zheng, Hongkun; Xie, Chaotian",,2015,"Construction of a dense genetic linkage map and mapping quantitative trait loci for economic traits of a doubled haploid population of Pyropia haitanensis (Bangiales, Rhodophyta)",BMC Plant Biology,BMC Plant Biology,,15,,,Springer Science and Business Media LLC,1471-2229,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
chaudhary2013,10.1371/journal.pone.0058931,,"Chaudhary, Suman; Polaino, Silvia; Shakya, Viplendra P. S.; Idnurm, Alexander",,2013,A New Genetic Linkage Map of the Zygomycete Fungus Phycomyces blakesleeanus,PLoS ONE,PLOS ONE,,8,,e58931,Public Library of Science (PLoS),1932-6203,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
diopere2014,10.1371/journal.pone.0115040,,"Diopere, Eveline; Maes, Gregory E.; Komen, Hans; Volckaert, Filip A. M.; Groenen, Martien A. M.",,2014,A Genetic Linkage Map of Sole (Solea solea): A Tool for Evolutionary and Comparative Analyses of Exploited (Flat)Fishes,PLoS ONE,PLOS ONE,,9,,e115040,Public Library of Science (PLoS),1932-6203,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
vigna2016,10.1371/journal.pone.0153764,,"Vigna, Bianca B. Z.; Santos, Jean C. S.; Jungmann, Leticia; do Valle, Cacilda B.; Mollinari, Marcelo; Pastina, Maria M.; Pagliarini, Maria Suely; Garcia, Antonio A. F.; Souza, Anete P.",,2016,Evidence of Allopolyploidy in Urochloa humidicola Based on Cytological Analysis and Genetic Linkage Mapping,PLOS ONE,PLOS ONE,,11,,e0153764,Public Library of Science (PLoS),1932-6203,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
manousaki2016,10.1534/g3.115.023432,,"Manousaki, Tereza; Tsakogiannis, Alexandros; Taggart, John B; Palaiokostas, Christos; Tsaparis, Dimitris; Lagnel, Jacques; Chatziplis, Dimitrios; Magoulas, Antonios; Papandroulakis, Nikos; Mylonas, Constantinos C; Tsigenopoulos, Costas S",,2016,"Exploring a Nonmodel Teleost Genome Through RAD Sequencing—Linkage Mapping in Common Pandora, Pagellus erythrinus and Comparative Genomic Analysis",G3 Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,,6,,509-519,Oxford University Press (OUP),2160-1836,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
foulongneoriol2016,10.1534/g3.115.025718,,"Foulongne-Oriol, Marie; Rocha de Brito, Manuela; Cabannes, Delphine; Clément, Aurélien; Spataro, Cathy; Moinard, Magalie; Dias, Eustáquio Souza; Callac, Philippe; Savoie, Jean-Michel",,2016,The Genetic Linkage Map of the Medicinal Mushroom Agaricus subrufescens Reveals Highly Conserved Macrosynteny with the Congeneric Species Agaricus bisporus,G3 Genes|Genomes|Genetics,G3: Genes|Genomes|Genetics,,6,,1217-1226,Oxford University Press (OUP),2160-1836,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
adjei2008,10.1538/expanim.57.129,,"ADJEI, Samuel; SATO, Akira; NAGASE, Takahiro; MATSUBARA, Kazumi; MATSUDA, Yoichi; NAMIKAWA, Takao; ISHIKAWA, Akira",,2008,"A Genetic Linkage Map of the House Musk Shrew, Suncus murinus, Constructed with PCR-Based and RFLP Markers",Experimental Animals,Experimental Animals,,57,,129-134,Japanese Association for Laboratory Animal Science,1341-1357,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
badigannavar2015,10.56454/ipcl6059,,"Badigannavar, Ashok; Myers, Gerald",,2015,Construction of Genetic Linkage Map and QTL Analysis for Fiber Traits in Diploid Cotton (Gossypium arboreum x Gossypium herbaceum),Journal of Cotton Science,Journal of Cotton Science,,19,,15-26,The Cotton Foundation,1524-3303,,,,,,,recovered_2026,,,accept,"Recovered from Crossref by species name + first author + year for a record that post-dates the 2017 paper; species name and map-paper title verified, then re-verified by DOI fetch.",False,False,False
liu2010,10.1007/s00343-010-9915-3,,"Liu, Bo; Wang, Qingyin; Li, Jian; Liu, Ping; He, Yuying",,2010,"A genetic linkage map of marine shrimp Penaeus (Fenneropenaeus) chinensis based on AFLP, SSR, and RAPD markers",Chinese Journal of Oceanology and Limnology,Chinese Journal of Oceanology and Limnology,,28,,815-825,Springer Science and Business Media LLC,0254-4059,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
kessuwan2016,10.1007/s10126-015-9679-z,,"Kessuwan, Kanonkporn; Kubota, Satoshi; Liu, Qi; Sano, Motohiko; Okamoto, Nobuaki; Sakamoto, Takashi; Yamashita, Hirofumi; Nakamura, Yoji; Ozaki, Akiyuki",,2016,Detection of Growth-Related Quantitative Trait Loci and High-Resolution Genetic Linkage Maps Using Simple Sequence Repeat Markers in the Kelp Grouper (Epinephelus bruneus),Marine Biotechnology,Marine Biotechnology,,,,,Springer Science and Business Media LLC,1436-2228,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
tsukazaki2012,10.1007/s11032-012-9752-5,,"Tsukazaki, Hikaru; Yaguchi, Shigenori; Yamashita, Ken-ichiro; Shigyo, Masayoshi; Kojima, Akio; Wako, Tadayuki",,2012,QTL analysis for pseudostem pungency in bunching onion (Allium fistulosum),Molecular Breeding,Molecular Breeding,,30,,1689-1698,Springer Science and Business Media LLC,1380-3743,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
petersen2012,10.1016/j.aquaculture.2012.03.039,,"Petersen, Jessica L.; Baerwald, Melinda R.; Ibarra, Ana M.; May, Bernie",,2012,A first-generation linkage map of the Pacific lion-paw scallop (Nodipecten subnodosus): Initial evidence of QTL for size traits and markers linked to orange shell color,Aquaculture,Aquaculture,,350-353,,200-209,Elsevier BV,0044-8486,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
hermida2014,10.1016/j.aquaculture.2013.02.041,,"Hermida, Miguel; Rodríguez-Ramilo, Silvia T.; Hachero-Cruzado, Ismael; Herrera, Marcelino; Sciara, Andrés A.; Bouza, Carmen; Fernández, Jesús; Martínez, Paulino",,2014,First genetic linkage map for comparative mapping and QTL screening of brill (Scophthalmus rhombus),Aquaculture,Aquaculture,,420-421,,S111-S120,Elsevier BV,0044-8486,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
katzer2011,10.1016/j.ijpara.2011.01.001,,"Katzer, Frank; Lizundia, Regina; Ngugi, Daniel; Blake, Damer; McKeever, Declan",,2011,Construction of a genetic map for Theileria parva: Identification of hotspots of recombination,International Journal for Parasitology,International Journal for Parasitology,,41,,669-675,Elsevier BV,0020-7519,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
turkeli2013,10.1016/j.scienta.2012.11.024,,"Turkeli, Yusa; Kafkas, Salih",,2013,First genetic linkage map in pistachio constructed using an interspecific cross between Pistacia vera L. and monoecious Pistacia atlantica Desf.,Scientia Horticulturae,Scientia Horticulturae,,151,,30-37,Elsevier BV,0304-4238,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
woolbright2007,10.1038/sj.hdy.6801063,,"Woolbright, S A; DiFazio, S P; Yin, T; Martinsen, G D; Zhang, X; Allan, G J; Whitham, T G; Keim, P",,2007,A dense linkage map of hybrid cottonwood (Populus fremontii × P. angustifolia) contributes to long-term ecological research and comparison mapping in a model forest tree,Heredity,Heredity,,100,,59-70,Springer Science and Business Media LLC,0018-067X,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
baranski2006,10.1111/j.1365-2052.2006.01531.x,,"Baranski, M.; Loughnan, S.; Austin, C. M.; Robinson, N.",,2006,"A microsatellite linkage map of the blacklip abalone, Haliotis rubra",Animal Genetics,Animal Genetics,,37,,563-570,Wiley,0268-9146,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
shi2009,10.1111/j.1365-2109.2009.02299.x,,"Shi, Yaohua; Kui, Hong; Guo, Ximing; Gu, Zhifeng; Wang, Yan; Wang, Aimin",,2009,"Genetic linkage map of the pearl oyster, Pinctada martensii (Dunker)",Aquaculture Research,Aquaculture Research,,41,,35-44,Wiley,1355-557X,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
shaw2007,10.1111/j.1365-294x.2007.03321.x,,"SHAW, KERRY L.; PARSONS, YVONNE M.; LESNICK, SKY C.",,2007,QTL analysis of a rapidly evolving speciation phenotype in the Hawaiian cricket Laupala,Molecular Ecology,Molecular Ecology,,16,,2879-2892,Wiley,0962-1083,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
chang2008,10.1139/g07-097,,"Chang, S. W.; Jung, G.",,2008,The first linkage map of the plant-pathogenic basidiomyceteTyphula ishikariensis,Genome,Genome,,51,,128-136,Canadian Science Publishing,0831-2796,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
huang2008,10.1159/000125838,,"Huang, Y.; Liu, Q.; Tang, B.; Lin, L.; Liu, W.; Zhang, L.; Li, N.; Hu, X.",,2008,A preliminary microsatellite genetic map of the ostrich (<i>Struthio camelus</i>),Cytogenetic and Genome Research,Cytogenetic and Genome Research,,121,,130-136,S. Karger AG,1424-8581,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
lind2012,10.1371/journal.pone.0048347,,"Lind, Mårten; van der Nest, Magriet; Olson, Åke; Brandström-Durling, Mikael; Stenlid, Jan",,2012,A 2nd Generation Linkage Map of Heterobasidion annosum s.l. Based on In Silico Anchoring of AFLP Markers,PLoS ONE,PLOS ONE,,7,,e48347,Public Library of Science (PLoS),1932-6203,,,,,,,recovered_2026,,,accept,"Recovered on a broad species+author+year query with no linkage-map term, then accepted on map or QTL evidence in the title and re-verified by DOI fetch. QTL studies necessarily construct a linkage map, so they are valid sources.",False,False,False
huo2011,10.1007/s00122-011-1598-4,,"Huo, Naxin; Garvin, David F.; You, Frank M.; McMahon, Stephanie; Luo, Ming-Cheng; Gu, Yong Q.; Lazo, Gerard R.; Vogel, John Philip",,2011,Comparison of a high-density genetic linkage map to genome features in the model grass Brachypodium distachyon,Theoretical and Applied Genetics,Theoretical and Applied Genetics,,123,,455-464,Springer Science and Business Media LLC,0040-5752,,,,,,,recovered_2026,,,accept,"Source: Corbett-Detig et al. 2015 S1_Table References sheet. Supplement S1_Table lists map reference 45 for Brachypodium distachyon, but entry 45 is a BOVINE linkage map (Arias et al. 2009). Entry 43 (Huo et al. 2011) is the Brachypodium map. Corrected here.",False,False,False
mano2010,10.1007/s11032-010-9532-z,,"Mano, Yoshiro; Omori, Fumie; Takeda, Kazuyoshi",,2010,"Construction of intraspecific linkage maps, detection of a chromosome inversion, and mapping of QTL for constitutive root aerenchyma formation in the teosinte Zea nicaraguensis",Molecular Breeding,Molecular Breeding,,29,,137-146,Springer Science and Business Media LLC,1380-3743,,,,,,,recovered_2026,,,accept,Source: Title_LinkageMap.csv. Matched to the curator-supplied title list on first author and year with the species in the citation; the citation title was then resolved to a DOI via Crossref.,False,False,False
chu2014,10.1007/s11802-014-2301-6,,"Chu, Guannan; Jiang, Liming; He, Yan; Yu, Haiyang; Wang, Zhigang; Jiang, Haibin; Zhang, Quanqi",,2014,A microsatellite genetic linkage map of black rockfish (Sebastes schlegeli),Journal of Ocean University of China,Journal of Ocean University of China,,13,,1078-1086,Springer Science and Business Media LLC,1672-5182,,,,,,,recovered_2026,,,accept,Source: Title_LinkageMap.csv. Matched to the curator-supplied title list on first author and year with the species in the citation; the citation title was then resolved to a DOI via Crossref.,False,False,False
im2016,10.1016/j.fgb.2016.05.002,,"Im, Chak Han; Park, Young-Hoon; Hammel, Kenneth E.; Park, Bokyung; Kwon, Soon Wook; Ryu, Hojin; Ryu, Jae-San",,2016,Construction of a genetic linkage map and analysis of quantitative trait loci associated with the agronomically important traits of Pleurotus eryngii,Fungal Genetics and Biology,Fungal Genetics and Biology,,92,,50-64,Elsevier BV,1087-1845,,,,,,,recovered_2026,,,accept,Source: Title_LinkageMap.csv. Matched to the curator-supplied title list on first author and year with the species in the citation; the citation title was then resolved to a DOI via Crossref.,False,False,False
gong2014,10.1016/j.funbio.2014.01.001,,"Gong, Wen-Bing; Liu, Wei; Lu, Ying-Ying; Bian, Yin-Bing; Zhou, Yan; Kwan, Hoi Shan; Cheung, Man Kit; Xiao, Yang",,2014,Constructing a new integrated genetic linkage map and mapping quantitative trait loci for vegetative mycelium growth rate in Lentinula edodes,Fungal Biology,Fungal Biology,,118,,295-308,Elsevier BV,1878-6146,,,,,,,recovered_2026,,,accept,Source: Title_LinkageMap.csv. Matched on species and first author in the curator title list; list year 2014 vs 2016 in the working file.,False,False,False
kimura2005,10.1016/j.gene.2005.07.043,,"Kimura, Tetsuaki; Yoshida, Keiko; Shimada, Atsuko; Jindo, Tomoko; Sakaizumi, Mitsuru; Mitani, Hiroshi; Naruse, Kiyoshi; Takeda, Hiroyuki; Inoko, Hidetoshi; Tamiya, Gen; Shinya, Minori",,2005,Genetic linkage map of medaka with polymerase chain reaction length polymorphisms,Gene,Gene,,363,,24-31,Elsevier BV,0378-1119,,,,,,,recovered_2026,,,accept,"Source: Corbett-Detig et al. 2015 S1_Table References sheet. Map reference 70 in the Corbett-Detig supplementary reference list, resolved to a DOI via Crossref.",False,False,False
kong2010,10.1038/nature09525,,"Kong, Augustine; Thorleifsson, Gudmar; Gudbjartsson, Daniel F.; Masson, Gisli; Sigurdsson, Asgeir; Jonasdottir, Aslaug; Walters, G. Bragi; Jonasdottir, Adalbjorg; Gylfason, Arnaldur; Kristinsson, Kari Th.; Gudjonsson, Sigurjon A.; Frigge, Michael L.; Helgason, Agnar; Thorsteinsdottir, Unnur; Stefansson, Kari",,2010,"Fine-scale recombination rate differences between sexes, populations and individuals",Nature,Nature,,467,,1099-1103,Springer Science and Business Media LLC,0028-0836,,,,,,,recovered_2026,,,accept,"Source: Corbett-Detig et al. 2015 S1_Table References sheet. Map reference 62 in the Corbett-Detig supplementary reference list, resolved to a DOI via Crossref.",False,False,False
mcgaugh2012,10.1038/npre.2012.7005,,"McGaugh, Suzanne; McGaugh, Suzanne; Smukowski, Caiti; Manzano-Winkler, Brenda; Himmel, Tiffany; Noor, Mohamed",,2012,Recombination modulates how selection affects linked sites in Drosophila,Nature Precedings,Nature Precedings,,,,,Springer Science and Business Media LLC,1756-0357,,,,,,,recovered_2026,,,accept,"Source: Corbett-Detig et al. 2015 S1_Table References sheet. Map reference 56 in the Corbett-Detig supplementary reference list, resolved to a DOI via Crossref.",False,False,False
li2011,10.1073/pnas.1102261108,,"Li, Jian; Pattaradilokrat, Sittiporn; Zhu, Feng; Jiang, Hongying; Liu, Shengfa; Hong, Lingxian; Fu, Yong; Koo, Lily; Xu, Wenyue; Pan, Weiqing; Carlton, Jane M.; Kaneko, Osamu; Carter, Richard; Wootton, John C.; Su, Xin-zhuan",,2011,Linkage maps from multiple genetic crosses and loci linked to growth-related virulent phenotype in Plasmodium yoelii,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,,108,,,National Academy of Sciences,0027-8424,,,,,,,recovered_2026,,,accept,Source: Title_LinkageMap.csv. Matched to the curator-supplied title list on first author and year with the species in the citation; the citation title was then resolved to a DOI via Crossref.,False,False,False
zhang2015,10.1093/dnares/dsv019,,"Zhang, Qiong; Liu, Chunyan; Liu, Yifei; VanBuren, Robert; Yao, Xiaohong; Zhong, Caihong; Huang, Hongwen",,2015,High-density interspecific genetic maps of kiwifruit and the identification of sex-specific markers,DNA Research,DNA Research,,22,,367-375,Oxford University Press (OUP),1340-2838,,,,,,,recovered_2026,,,accept,"Source: Supplied by J. Stapley. DOI supplied by the compiler; verified against Crossref (authors, title and year match the record).",False,False,False
zheng1996,10.1093/genetics/143.2.941,,"Zheng, Liangbiao; Benedict, Mark Q; Cornel, Anton J; Collins, Frank H; Kafatos, Fotis C",,1996,"An Integrated Genetic Map of the African Human Malaria Vector Mosquito, Anopheles gambiae",Genetics,Genetics,,143,,941-952,Oxford University Press (OUP),1943-2631,,,,,,,recovered_2026,,,accept,"Source: Corbett-Detig et al. 2015 S1_Table References sheet. Map reference 40 in the Corbett-Detig supplementary reference list, resolved to a DOI via Crossref.",False,False,False
yook2011,10.1093/nar/gkr954,,"Yook, K.; Harris, T. W.; Bieri, T.; Cabunoc, A.; Chan, J.; Chen, W. J.; Davis, P.; de la Cruz, N.; Duong, A.; Fang, R.; Ganesan, U.; Grove, C.; Howe, K.; Kadam, S.; Kishore, R.; Lee, R.; Li, Y.; Muller, H.-M.; Nakamura, C.; Nash, B.; Ozersky, P.; Paulini, M.; Raciti, D.; Rangarajan, A.; Schindelman, G.; Shi, X.; Schwarz, E. M.; Ann Tuli, M.; Van Auken, K.; Wang, D.; Wang, X.; Williams, G.; Hodgkin, J.; Berriman, M.; Durbin, R.; Kersey, P.; Spieth, J.; Stein, L.; Sternberg, P. W.",,2011,"WormBase 2012: more genomes, more data, new website",Nucleic Acids Research,Nucleic Acids Research,,40,,D735-D741,Oxford University Press (OUP),0305-1048,,,,,,,recovered_2026,,,accept,"Source: Corbett-Detig et al. 2015 S1_Table References sheet. Map reference 47 in the Corbett-Detig supplementary reference list, resolved to a DOI via Crossref.",False,False,False
